title,year,source,authors,class,keywords,abstract,pdf_link,topic
Should We Really Edit Language Models? On the Evaluation of Edited Language Models,2024,NIPS,"'Qi Li', 'Xiang Liu', 'Zhenheng Tang', 'Peijie Dong', 'Zeyu Li', 'Xinglin Pan', 'Xiaowen Chu'",poster,,"Model editing has become an increasingly popular alternative for efficiently updating knowledge within language models. 
Current methods mainly focus on reliability, generalization, and locality,  with many methods excelling across these criteria. 
Some recent works disclose the pitfalls of these editing methods such as knowledge distortion or conflict. However, the general abilities of post-edited language models remain unexplored. 
In this paper, we perform a comprehensive evaluation on various editing methods and different language models, and have following findings.
(1) Existing editing methods lead to inevitable performance deterioration on general benchmarks, indicating that existing editing methods maintain the general abilities of the model within only a few dozen edits.
When the number of edits is slightly large, the intrinsic knowledge structure of the model is disrupted or even completely damaged. 
(2) Instruction-tuned models are more robust to editing, showing less performance drop on general knowledge after editing. 
(3) Language model with large scale is more resistant to editing compared to small model.
(4) The safety of the edited model, is significantly weakened, even for those safety-aligned models.
Our findings indicate that current editing methods are only suitable for small-scale knowledge updates within language models, which motivates further research on more practical and reliable editing methods.",https://api2.openreview.net/pdf/c301e68e1654036a0ce0fcafa25aff07b827879a.pdf,zero_few-shot;multimodal;llm;search;alignment
A Layer-Wise Natural Gradient Optimizer for Training Deep Neural Networks,2024,NIPS,"'Xiaolei Liu', 'Shaoshuai Li', 'Kaixin Gao', 'Binfeng Wang'",poster,,"Second-order optimization algorithms, such as the Newton method and the natural gradient descent (NGD) method exhibit excellent convergence properties for training deep neural networks, but the high computational cost limits its practical application. In this paper, we focus on the NGD method and propose a novel layer-wise natural gradient descent (LNGD) method to further reduce computational costs and accelerate the training process. Specifically, based on the block diagonal approximation of the Fisher information matrix, we first propose the layer-wise sample method to compute each block matrix without performing a complete back-propagation. Then, each block matrix is approximated as a Kronecker product of two smaller matrices, one of which is a diagonal matrix, while keeping the traces equal before and after approximation. By these two steps, we provide a new approximation for the Fisher information matrix, which can effectively reduce the computational cost while preserving the main information of each block matrix. Moreover, we propose a new adaptive layer-wise learning rate to further accelerate training. Based on these new approaches, we propose the LNGD optimizer. The global convergence analysis of LNGD is established under some assumptions. Experiments on image classification and machine translation tasks show that our method is quite competitive compared to the state-of-the-art methods.",https://api2.openreview.net/pdf/4e9a309d32add1feb680de166d83ef130bbc0ada.pdf,optimization;adaptive;adaptation
PLIP: Language-Image Pre-training for Person Representation Learning,2024,NIPS,"'Jialong Zuo', 'Jiahao Hong', 'Feng Zhang', 'Changqian Yu', 'Hanyu Zhou', 'Changxin Gao', 'Nong Sang', 'Jingdong Wang'",poster,,"Language-image pre-training is an effective technique for learning powerful representations in general domains. However, when directly turning to person representation learning, these general pre-training methods suffer from unsatisfactory performance. The reason is that they neglect critical person-related characteristics, i.e., fine-grained attributes and identities. To address this issue, we propose a novel language-image pre-training framework for person representation learning, termed PLIP. Specifically, we elaborately design three pretext tasks: 1) Text-guided Image Colorization, aims to establish the correspondence between the person-related image regions and the fine-grained color-part textual phrases. 2) Image-guided Attributes Prediction, aims to mine fine-grained attribute information of the person body in the image; and 3) Identity-based Vision-Language Contrast, aims to correlate the cross-modal representations at the identity level rather than the instance level. Moreover, to implement our pre-train framework, we construct a large-scale person dataset with image-text pairs named SYNTH-PEDES by automatically generating textual annotations. We pre-train PLIP on SYNTH-PEDES and evaluate our models by spanning downstream person-centric tasks. PLIP not only significantly improves existing methods on all these tasks, but also shows great ability in the zero-shot and domain generalization settings. The code, dataset and weight will be made publicly available.",https://api2.openreview.net/pdf/9e7e1f6b05e0249cddf38f0408b075a905a38419.pdf,zero_few-shot;representation;multimodal;text-guided;streaming
One-Step Effective Diffusion Network for Real-World  Image Super-Resolution,2024,NIPS,"'Rongyuan Wu', 'Lingchen Sun', 'Zhiyuan Ma', 'Lei Zhang'",poster,,"The pre-trained text-to-image diffusion models have been increasingly employed to tackle the real-world image super-resolution (Real-ISR) problem due to their powerful generative image priors. Most of the existing methods start from random noise to reconstruct the high-quality (HQ) image under the guidance of the given low-quality (LQ) image. While promising results have been achieved, such Real-ISR methods require multiple diffusion steps to reproduce the HQ image, increasing the computational cost. Meanwhile, the random noise introduces uncertainty in the output, which is unfriendly to image restoration tasks. To address these issues, we propose a one-step effective diffusion network, namely OSEDiff, for the Real-ISR problem. 
We argue that the LQ image contains rich information to restore its HQ counterpart, and hence the given LQ image can be directly taken as the starting point for diffusion, eliminating the uncertainty introduced by random noise sampling. We finetune the pre-trained diffusion network with trainable layers to adapt it to complex image degradations. To ensure that the one-step diffusion model could yield HQ Real-ISR output, we apply variational score distillation in the latent space to conduct KL-divergence regularization. As a result, our OSEDiff model can efficiently and effectively generate HQ images in just one diffusion step. 
Our experiments demonstrate that OSEDiff achieves comparable or even better Real-ISR results, in terms of both objective metrics and subjective evaluations, than previous diffusion model-based Real-ISR methods that require dozens or hundreds of steps. The source codes are released at https://github.com/cswry/OSEDiff.",https://api2.openreview.net/pdf/4c1b54962cbd7e494adea4814a6a5108930a14cb.pdf,zero_few-shot;generative model;metric;transfer learning;distillation;diffusion models;enhancement;guidance in generative model
AdaNovo: Towards Robust \emph{De Novo} Peptide Sequencing in Proteomics against Data Biases,2024,NIPS,"'Jun Xia', 'Shaorong Chen', 'Jingbo Zhou', 'Xiaojun Shan', 'Wenjie Du', 'Zhangyang Gao', 'Cheng Tan', 'Bozhen Hu', 'Jiangbin Zheng', 'Stan Z. Li'",poster,,"Tandem mass spectrometry has played a pivotal role in advancing proteomics, enabling the high-throughput analysis of protein composition in biological tissues. Despite the development of several deep learning methods for predicting amino acid sequences (peptides) responsible for generating the observed mass spectra, training data biases hinder further advancements of \emph{de novo} peptide sequencing. Firstly, prior methods struggle to identify amino acids with Post-Translational Modifications (PTMs) due to their lower frequency in training data compared to canonical amino acids, further resulting in unsatisfactory peptide sequencing performance. Secondly, various noise and missing peaks in mass spectra reduce the reliability of training data (Peptide-Spectrum Matches, PSMs). To address these challenges, we propose AdaNovo, a novel and domain knowledge-inspired framework that calculates Conditional Mutual Information (CMI) between the mass spectra and amino acids or peptides, using CMI for robust training against above biases. Extensive experiments indicate that AdaNovo outperforms previous competitors on the widely-used 9-species benchmark, meanwhile yielding 3.6\% - 9.4\% improvements in PTMs identification. The supplements contain the code.",https://api2.openreview.net/pdf/7308639090747be10f61a16d97e074fc72d512c7.pdf,zero_few-shot
Plan-on-Graph: Self-Correcting Adaptive Planning of Large Language Model on Knowledge Graphs,2024,NIPS,"'Liyi Chen', 'Panrong Tong', 'Zhongming Jin', 'Ying Sun', 'Jieping Ye', 'Hui Xiong'",poster,,"Large Language Models (LLMs) have shown remarkable reasoning capabilities on complex tasks, but they still suffer from out-of-date knowledge, hallucinations, and opaque decision-making. In contrast, Knowledge Graphs (KGs) can provide explicit and editable knowledge for LLMs to alleviate these issues. Existing paradigm of KG-augmented LLM manually predefines the breadth of exploration space and requires flawless navigation in KGs. However, this paradigm cannot adaptively explore reasoning paths in KGs based on the question semantics and self-correct erroneous reasoning paths, resulting in a bottleneck in efficiency and effect. To address these limitations, we propose a novel self-correcting adaptive planning paradigm for KG-augmented LLM named Plan-on-Graph (PoG), which first decomposes the question into several sub-objectives and then repeats the process of adaptively exploring reasoning paths, updating memory, and reflecting on the need to self-correct erroneous reasoning paths until arriving at the answer. Specifically, three important mechanisms of Guidance, Memory, and Reflection are designed to work together, to guarantee the adaptive breadth of self-correcting planning for graph reasoning. Finally, extensive experiments on three real-world datasets demonstrate the effectiveness and efficiency of PoG.",https://api2.openreview.net/pdf/8d8eb41237720f3000f638b3f7d88dde88ce6ff4.pdf,graph;adaptive;augmentation;llm;reasoning;adaptation;guidance in generative model;LLM reflection
SAM-Guided Masked Token Prediction for 3D Scene Understanding,2024,NIPS,"'Zhimin Chen', 'Liang Yang', 'Yingwei Li', 'Longlong Jing', 'Bing Li'",poster,,"Foundation models have significantly enhanced 2D task performance, and recent works like Bridge3D have successfully applied these models to improve 3D scene understanding through knowledge distillation, marking considerable advancements. Nonetheless, challenges such as the misalignment between 2D and 3D representations and the persistent long-tail distribution in 3D datasets still restrict the effectiveness of knowledge distillation from 2D to 3D using foundation models. To tackle these issues, we introduce a novel SAM-guided tokenization method that seamlessly aligns 3D transformer structures with region-level knowledge distillation, replacing the traditional KNN-based tokenization techniques. Additionally, we implement a group-balanced re-weighting strategy to effectively address the long-tail problem in knowledge distillation. Furthermore, inspired by the recent success of masked feature prediction, our framework incorporates a two-stage masked token prediction process in which the student model predicts both the global embeddings and token-wise local embeddings derived from the teacher models trained in the first stage. Our methodology has been validated across multiple datasets, including SUN RGB-D, ScanNet, and S3DIS, for tasks like 3D object detection and semantic segmentation. The results demonstrate significant improvements over current state-of-the-art self-supervised methods, establishing new benchmarks in this field.",https://api2.openreview.net/pdf/94b2e7e6e3253c831e11f1650cfbe13886a2a3eb.pdf,zero_few-shot;transformer;representation;distillation;segmentation;3d;foundation models;text-guided;token;self-learning;tokenize;3d vision;alignment
IR-CM: The Fast and General-purpose Image Restoration Method Based on Consistency Model,2024,NIPS,"'Xiaoxuan Gong', 'Jie Ma'",poster,,"This paper proposes a fast and general-purpose image restoration method. The key idea is to achieve few-step or even one-step inference by conducting consistency distilling or training on a specific mean-reverting stochastic differential equations. Furthermore, based on this, we propose a novel linear-nonlinear decoupling training strategy, significantly enhancing training effectiveness and surpassing consistency distillation on inference performance. This allows our method to be independent of any pre-trained checkpoint, enabling it to serve as an effective standalone image-to-image transformation model. Finally, to avoid trivial solutions and stabilize model training, we introduce a simple origin-guided loss. To validate the effectiveness of our proposed method, we conducted experiments on tasks including image deraining, denoising, deblurring, and low-light image enhancement. The experiments show that our method achieves highly competitive results with only one-step inference. And with just two-step inference, it can achieve state-of-the-art performance in low-light image enhancement. Furthermore, a number of ablation experiments demonstrate the effectiveness of the proposed training strategy. our code is available at https://github.com/XiaoxuanGong/IR-CM.",https://api2.openreview.net/pdf/05c34ffd5d7f8dedee63503f55c6d7f983fcecbc.pdf,graph;zero_few-shot;online learning;inference;distillation;enhancement;differential equation solving;text-guided;Consistency Model
RAMP: Boosting Adversarial Robustness Against Multiple $l_p$ Perturbations for Universal Robustness,2024,NIPS,"'Enyi Jiang', 'Gagandeep Singh'",poster,,"Most existing works focus on improving robustness against adversarial attacks bounded by a single $l_p$ norm using adversarial training (AT). However, these AT models' multiple-norm robustness (union accuracy) is still low, which is crucial since in the real-world an adversary is not necessarily bounded by a single norm. The tradeoffs among robustness against multiple $l_p$ perturbations and accuracy/robustness make obtaining good union and clean accuracy challenging. We design a logit pairing loss to improve the union accuracy by analyzing the tradeoffs from the lens of distribution shifts. We connect natural training (NT) with AT via gradient projection, to incorporate useful information from NT into AT, where we empirically and theoretically show it moderates the accuracy/robustness tradeoff. We propose a novel training framework \textbf{RAMP}, to boost the robustness against multiple $l_p$ perturbations. \textbf{RAMP} can be easily adapted for robust fine-tuning and full AT. For robust fine-tuning, \textbf{RAMP} obtains a union accuracy up to $53.3\%$ on CIFAR-10, and $29.1\%$ on ImageNet. For training from scratch, \textbf{RAMP} achieves a union accuracy of $44.6\%$ and good clean accuracy of $81.2\%$ on ResNet-18 against AutoAttack on CIFAR-10. Beyond multi-norm robustness \textbf{RAMP}-trained models achieve superior \textit{universal robustness}, effectively generalizing against a range of unseen adversaries and natural corruptions.",https://api2.openreview.net/pdf/545fc3560c1ccd73e712583aba057a4b6cd52393.pdf,graph;zero_few-shot;adaptation;distribution shifts
The High Line: Exact Risk and Learning Rate Curves of Stochastic Adaptive Learning Rate Algorithms,2024,NIPS,"'Elizabeth Collins-Woodfin', 'Inbar Seroussi', 'Begoña García Malaxechebarría', 'Andrew Mackenzie', 'Elliot Paquette', 'Courtney Paquette'",poster,,"We develop a framework for analyzing the training and learning rate dynamics on a large class of high-dimensional optimization problems, which we call the high line, trained using one-pass stochastic gradient descent (SGD) with adaptive learning rates. We give exact expressions for the risk and learning rate curves in terms of a deterministic solution to a system of ODEs. We then investigate in detail two adaptive learning rates  -- an idealized exact line search and AdaGrad-Norm -- on the least squares problem. When the data covariance matrix has strictly positive eigenvalues, this idealized exact line search strategy can exhibit arbitrarily slower convergence when compared to the optimal fixed learning rate with SGD. Moreover we exactly characterize the limiting learning rate (as time goes to infinity) for line search in the setting where the data covariance has only two distinct eigenvalues. For noiseless targets, we further demonstrate that the AdaGrad-Norm learning rate converges to a deterministic constant inversely proportional to the average eigenvalue of the data covariance matrix, and identify a phase transition when the covariance density of eigenvalues follows a power law distribution. We provide
our code for evaluation at https://github.com/amackenzie1/highline2024.",https://api2.openreview.net/pdf/07b35fb1dfd73b1bf3e77793bfb98d5cc8c6fdde.pdf,optimization;zero_few-shot;adaptive;search;adaptation
Alleviating Distortion in Image Generation via Multi-Resolution Diffusion Models and Time-Dependent Layer Normalization,2024,NIPS,"'Qihao Liu', 'Zhanpeng Zeng', 'Ju He', 'Qihang Yu', 'Xiaohui Shen', 'Liang-Chieh Chen'",poster,,"This paper presents innovative enhancements to diffusion models by integrating a novel multi-resolution network and time-dependent layer normalization.
Diffusion models have gained prominence for their effectiveness in high-fidelity image generation.
While conventional approaches rely on convolutional U-Net architectures, recent Transformer-based designs have demonstrated superior performance and scalability.
However, Transformer architectures, which tokenize input data (via ""patchification""), face a trade-off between visual fidelity and computational complexity due to the quadratic nature of self-attention operations concerning token length.
While larger patch sizes enable attention computation efficiency, they struggle to capture fine-grained visual details, leading to image distortions.
To address this challenge, we propose augmenting the **Di**ffusion model with the **M**ulti-**R**esolution network (DiMR), a framework that refines features across multiple resolutions, progressively enhancing detail from low to high resolution.
Additionally, we introduce Time-Dependent Layer Normalization (TD-LN), a parameter-efficient approach that incorporates time-dependent parameters into layer normalization to inject time information and achieve superior performance.
Our method's efficacy is demonstrated on the class-conditional ImageNet generation benchmark, where DiMR-XL variants surpass previous diffusion models, achieving FID scores of 1.70 on ImageNet $256 \times 256$ and 2.89 on ImageNet $512 \times 512$. Our best variant, DiMR-G, further establishes a state-of-the-art 1.63 FID on ImageNet $256 \times 256$.",https://api2.openreview.net/pdf/e7f4c2683e89372926dfe4ef56f61032d8f0dc35.pdf,zero_few-shot;transformer;generative model;diffusion models;high-fidelity;token;tokenize
ProtGO: Function-Guided Protein Modeling for Unified Representation Learning,2024,NIPS,"'Bozhen Hu', 'Cheng Tan', 'Yongjie Xu', 'Zhangyang Gao', 'Jun Xia', 'Lirong Wu', 'Stan Z. Li'",poster,,"Protein representation learning is indispensable for various downstream applications of artificial intelligence for bio-medicine research, such as drug design and function prediction. However, achieving effective representation learning for proteins poses challenges due to the diversity of data modalities involved, including sequence, structure, and function annotations. Despite the impressive capabilities of large language models in biomedical text modelling, there remains a pressing need for a framework that seamlessly integrates these diverse modalities, particularly focusing on the three critical aspects of protein information: sequence, structure, and function. Moreover, addressing the inherent data scale differences among these modalities is essential. To tackle these challenges, we introduce ProtGO, a unified model that harnesses a teacher network equipped with a customized graph neural network (GNN) and a Gene Ontology (GO) encoder to learn hybrid embeddings. Notably, our approach eliminates the need for additional functions as input for the student network, which shares the same GNN module. Importantly, we utilize a domain adaptation method to facilitate distribution approximation for guiding the training of the teacher-student framework. This approach leverages distributions learned from latent representations to avoid the alignment of individual samples. Benchmark experiments highlight that ProtGO significantly outperforms state-of-the-art baselines, clearly demonstrating the advantages of the proposed unified framework.",https://api2.openreview.net/pdf/4c612b62ad07fff120769db3671c70a742345427.pdf,graph;representation;llm;domain adaptation;search;adaptation;text-guided;streaming;alignment
Learning Complete Protein Representation by Dynamically Coupling of Sequence and Structure,2024,NIPS,"'Bozhen Hu', 'Cheng Tan', 'Jun Xia', 'Yue Liu', 'Lirong Wu', 'Jiangbin Zheng', 'Yongjie Xu', 'Yufei Huang', 'Stan Z. Li'",poster,,"Learning effective representations is imperative for comprehending proteins and deciphering their biological functions. Recent strides in language models and graph neural networks have empowered protein models to harness primary or tertiary structure information for representation learning. Nevertheless, the absence of practical methodologies to appropriately model intricate inter-dependencies between protein sequences and structures has resulted in embeddings that exhibit low performance on tasks such as protein function prediction. In this study, we introduce CoupleNet, a novel framework designed to interlink protein sequences and structures to derive informative protein representations. CoupleNet integrates multiple levels and scales of features in proteins, encompassing residue identities and positions for sequences, as well as geometric representations for tertiary structures from both local and global perspectives. A two-type dynamic graph is constructed to capture adjacent and distant sequential features and structural geometries, achieving completeness at the amino acid and backbone levels. Additionally, convolutions are executed on nodes and edges simultaneously to generate comprehensive protein embeddings. Experimental results on benchmark datasets showcase that CoupleNet outperforms state-of-the-art methods, exhibiting particularly superior performance in low-sequence similarities scenarios,  adeptly identifying infrequently encountered functions and effectively capturing remote homology relationships in proteins.",https://api2.openreview.net/pdf/9852aa5ac3399daafadffb9c16a38eabd5ab96d6.pdf,graph;zero_few-shot;representation;metric
DiGRAF: Diffeomorphic Graph-Adaptive Activation Function,2024,NIPS,"'Krishna Sri Ipsit Mantri', 'Xinzhi Wang', 'Carola-Bibiane Schönlieb', 'Bruno Ribeiro', 'Beatrice Bevilacqua', 'Moshe Eliasof'",poster,,"In this paper, we propose a novel activation function tailored specifically for graph data in Graph Neural Networks (GNNs). Motivated by the need for graph-adaptive and flexible activation functions, we introduce DiGRAF, leveraging Continuous Piecewise-Affine Based (CPAB) transformations, which we augment with an additional GNN to learn a graph-adaptive diffeomorphic activation function in an end-to-end manner. In addition to its graph-adaptivity and flexibility, DiGRAF also possesses properties that are widely recognized as desirable for activation functions, such as differentiability, boundness within the domain, and computational efficiency. 
We conduct an extensive set of experiments across diverse datasets and tasks, demonstrating a consistent and superior performance of DiGRAF compared to traditional and graph-specific activation functions, highlighting its effectiveness as an activation function for GNNs. Our code is available at https://github.com/ipsitmantri/DiGRAF.",https://api2.openreview.net/pdf/11ef9ae8285b6dddf7a09b3540e27c711f7a182f.pdf,graph;adaptive;llm;adaptation
Information-theoretic Limits of Online Classification with Noisy Labels,2024,NIPS,"'Changlong Wu', 'Ananth Grama', 'Wojciech Szpankowski'",poster,,"We study online classification with general hypothesis classes where the true labels are determined by some function within the class, but are corrupted by *unknown* stochastic noise, and the features are generated adversarially. Predictions are made using observed *noisy* labels and noiseless features, while the performance is  measured via minimax risk when comparing against *true* labels. The noisy mechanism is modeled via a general noisy kernel that specifies, for any individual data point, a set of distributions from which the actual noisy label distribution is chosen. We show that minimax risk is *tightly* characterized (up to a logarithmic factor of the hypothesis class size) by the *Hellinger gap* of the noisy label distributions induced by the kernel, *independent* of other properties such as the means and variances of the noise. Our main technique is based on a novel reduction to an online comparison scheme of two hypotheses, along with a new *conditional* version of Le Cam-Birgé testing suitable for online settings. Our work provides the first comprehensive characterization of noisy online classification with guarantees that apply to the *ground truth* while addressing *general* noisy observations.",https://api2.openreview.net/pdf/65e82b580900e3c346c24f73f48b1651548ad990.pdf,online learning
The Power of Extrapolation in Federated Learning,2024,NIPS,"'Hanmin Li', 'Kirill Acharya', 'Peter Richtárik'",poster,,"We propose and study several server-extrapolation strategies for enhancing the theoretical and empirical convergence properties of the popular federated learning optimizer FedProx [Li et al., 2020]. While it has long been known that some form of extrapolation can help in the practice of FL, only a handful of works provide any theoretical guarantees. The phenomenon seems elusive, and our current theoretical understanding remains severely incomplete. In our work, we focus on smooth convex or strongly convex problems in the interpolation regime. In particular, we propose Extrapolated FedProx (FedExProx), and study three extrapolation strategies: a constant strategy (depending on various smoothness parameters and the number of participating devices), and two smoothness-adaptive strategies; one based on the notion of gradient diversity (FedExProx-GraDS), and the other one based on the stochastic Polyak stepsize (FedExProx-StoPS). Our theory is corroborated with carefully constructed numerical experiments.",https://api2.openreview.net/pdf/81e6fbb8b08ec8a8caa9f09cb0d56bddb12a6334.pdf,adaptive;federated learning;adaptation
First-Order Minimax Bilevel Optimization,2024,NIPS,"'Yifan Yang', 'Zhaofeng Si', 'Siwei Lyu', 'Kaiyi Ji'",poster,,"Multi-block minimax bilevel optimization has been studied recently due to its great potential in multi-task learning, robust machine learning, and few-shot learning. However, due to the complex three-level optimization structure, existing algorithms often suffer from issues such as high computing costs due to the second-order model derivatives or high memory consumption in storing all blocks' parameters. In this paper, we tackle these challenges by proposing two novel fully first-order algorithms named FOSL and MemCS. FOSL features a fully single-loop structure by updating all three variables simultaneously, and MemCS is a memory-efficient double-loop algorithm with cold-start initialization. We provide a comprehensive convergence analysis for both algorithms under full and partial block participation, and show that their sample complexities match or outperform those of the same type of methods in standard bilevel optimization. We evaluate our methods in two applications: the recently proposed multi-task deep AUC maximization and a novel rank-based robust meta-learning. Our methods consistently improve over existing methods with better performance over various datasets.",https://api2.openreview.net/pdf/50827d183e9d283c204e1c4fb7696727a4b887a5.pdf,optimization;zero_few-shot;meta-learning;multi-task;memory-efficient LLM
A Functional Extension of Semi-Structured Networks,2024,NIPS,"'David Rügamer', 'Bernard X.W. Liew', 'Zainab Altai', 'Almond Stöcker'",poster,,"Semi-structured networks (SSNs) merge the structures familiar from additive models with deep neural networks, allowing the modeling of interpretable partial feature effects while capturing higher-order non-linearities at the same time. A significant challenge in this integration is maintaining the interpretability of the additive model component. Inspired by large-scale biomechanics datasets, this paper explores extending SSNs to functional data. Existing methods in functional data analysis are promising but often not expressive enough to account for all interactions and non-linearities and do not scale well to large datasets. Although the SSN approach presents a compelling potential solution, its adaptation to functional data remains complex. In this work, we propose a functional SSN method that retains the advantageous properties of classical functional regression approaches while also improving scalability. Our numerical experiments demonstrate that this approach accurately recovers underlying signals, enhances predictive performance, and performs favorably compared to competing methods.",https://api2.openreview.net/pdf/1793929181991d2caa1689355ceaa7eae219dd1f.pdf,zero_few-shot;explainable AI;adaptation;action detection
Gradient-based Discrete Sampling with Automatic Cyclical Scheduling,2024,NIPS,"'Patrick Pynadath', 'Riddhiman Bhattacharya', 'ARUN NARAYANAN HARIHARAN', 'Ruqi Zhang'",poster,,"Discrete distributions, particularly in high-dimensional deep models, are often highly multimodal due to inherent discontinuities. While gradient-based discrete sampling has proven effective, it is susceptible to becoming trapped in local modes due to the gradient information. To tackle this challenge, we propose an automatic cyclical scheduling, designed for efficient and accurate sampling in multimodal discrete distributions. Our method contains three key components: (1) a cyclical step size schedule where large steps discover new modes and small steps exploit each mode; (2) a cyclical balancing schedule, ensuring ""balanced"" proposals for given step sizes and high efficiency of the Markov chain; and (3) an automatic tuning scheme for adjusting the hyperparameters in the cyclical schedules, allowing adaptability across diverse datasets with minimal tuning.  We prove the non-asymptotic convergence and inference guarantee for our method in general discrete distributions. Extensive experiments demonstrate the superiority of our method in sampling complex multimodal discrete distributions.",https://api2.openreview.net/pdf/edbaedc42e1e4a5e356e0f6f7339a2e5bb695489.pdf,zero_few-shot;inference;multimodal
Soft Superpixel Neighborhood Attention,2024,NIPS,"'Kent Gauen', 'Stanley H. Chan'",poster,,"Images contain objects with deformable boundaries, such as the contours of a human face, yet attention operators act on square windows. This mixes features from perceptually unrelated regions, which can degrade the quality of a denoiser. One can exclude pixels using an estimate of perceptual groupings, such as superpixels, but the naive use of superpixels can be theoretically and empirically worse than standard attention. Using superpixel probabilities rather than superpixel assignments, this paper proposes soft superpixel neighborhood attention (SNA), which interpolates between the existing neighborhood attention and the naive superpixel neighborhood attention. This paper presents theoretical results showing SNA is the optimal denoiser under a latent superpixel model. SNA outperforms alternative local attention modules on image denoising, and we compare the superpixels learned from denoising with those learned with supervision.",https://api2.openreview.net/pdf/2f0825c56e915b0f754631070e6565418593f92e.pdf,transformer
Minimax Optimal and Computationally Efficient Algorithms for Distributionally Robust Offline Reinforcement Learning,2024,NIPS,"'Zhishuai Liu', 'Pan Xu'",poster,,"Distributionally robust offline reinforcement learning (RL), which seeks robust policy training against environment perturbation by modeling dynamics uncertainty, calls for function approximations when facing large state-action spaces. However, the consideration of dynamics uncertainty introduces essential nonlinearity and computational burden, posing unique challenges for analyzing and practically employing function approximation. Focusing on a basic setting where the nominal model and perturbed models are linearly parameterized, we propose minimax optimal and computationally efficient algorithms realizing function approximation and initiate the study on instance-dependent suboptimality analysis in the context of robust offline RL. Our results uncover that function approximation in robust offline RL is essentially distinct from and probably harder than that in standard offline RL. Our algorithms and theoretical results crucially depend on a novel function approximation mechanism incorporating variance information, a new procedure of suboptimality and estimation uncertainty decomposition, a quantification of the robust value function shrinkage, and a meticulously designed family of hard instances, which might be of independent interest.",https://api2.openreview.net/pdf/d55cf6b7009ad0d7d0065fe538b81195635d3204.pdf,reinforcement learning;offline reinforcement learning;online learning;segmentation;embodied ai;action detection;decomposition
Prior-itizing Privacy: A Bayesian Approach to Setting the Privacy Budget in Differential Privacy,2024,NIPS,"'Zeki Kazan', 'Jerome Reiter'",poster,,"When releasing outputs from confidential data, agencies need to balance the analytical usefulness of the released data with the obligation to protect data subjects' confidentiality. For releases satisfying differential privacy, this balance is reflected by the privacy budget, $\varepsilon$. We provide a framework for setting $\varepsilon$ based on its relationship with Bayesian posterior probabilities of disclosure. The agency responsible for the data release decides how much posterior risk it is willing to accept at various levels of prior risk, which implies a unique $\varepsilon$. Agencies can evaluate different risk profiles to determine one that leads to an acceptable trade-off in risk and utility.",https://api2.openreview.net/pdf/ad3ee055c2553f84b6b18d6557012e1793d1c17a.pdf,bayesian;privacy
Coherence-free Entrywise Estimation of Eigenvectors in Low-rank Signal-plus-noise Matrix Models,2024,NIPS,"'Hao Yan', 'Keith Levin'",poster,,"Spectral methods are widely used to estimate eigenvectors of a low-rank signal matrix subject to noise. These methods use the leading eigenspace of an observed matrix to estimate this low-rank signal. Typically, the entrywise estimation error of these methods depends on the coherence of the low-rank signal matrix with respect to the standard basis. In this work, we present a novel method for eigenvector estimation that avoids this dependence on coherence. Assuming a rank-one signal matrix, under mild technical conditions, the entrywise estimation error of our method provably has no dependence on the coherence under Gaussian noise (i.e., in the spiked Wigner model), and achieves the optimal estimation rate up to logarithmic factors. Simulations demonstrate that our method performs well under non-Gaussian noise and that an extension of our method to the case of a rank-$r$ signal matrix has little to no dependence on the coherence. In addition, we derive new metric entropy bounds for rank-$r$ singular subspaces under $\ell_{2,\infty}$ distance, which may be of independent interest. We use these new bounds to improve the best known lower bound for rank-$r$ eigenspace estimation under $\ell_{2,\infty}$ distance.",https://api2.openreview.net/pdf/54e14e75f0ce42bceffa36d12e24c19bb9a76219.pdf,zero_few-shot;metric;low-rank
Video Token Merging for Long Video Understanding,2024,NIPS,"'Seon-Ho Lee', 'Jue Wang', 'Zhikang Zhang', 'David Fan', 'Xinyu Li'",poster,,"As the scale of data and models for video understanding rapidly expand, handling long-form video input in transformer-based models presents a practical challenge. Rather than resorting to input sampling or token dropping, which may result in information loss, token merging shows promising results when used in collaboration with transformers. However, the application of token merging for long-form video processing is not trivial. We begin with the premise that token merging should not rely solely on the similarity of video tokens; the saliency of tokens should also be considered. To address this, we explore various video token merging strategies for long-form video classification, starting with a simple extension of image token merging, moving to region-concentrated merging, and finally proposing a learnable video token merging (VTM) algorithm that dynamically merges tokens based on their saliency. Extensive experimental results show that we achieve better or comparable performances on the LVU, COIN, and Breakfast datasets. Moreover, our approach significantly reduces memory costs by 84% and boosts throughput by approximately 6.89 times compared to baseline algorithms.",https://api2.openreview.net/pdf/02ca725ea4f0f64f7c82a9d5389359bf6b97e1bf.pdf,graph;transformer;token;video
