title,year,source,authors,class,keywords,abstract,pdf_link,topic,google_scholar_link
Novel View Synthesis with Diffusion Models,2023,ICLR,"['Daniel Watson', 'William Chan', 'Ricardo Martin Brualla', 'Jonathan Ho', 'Andrea Tagliasacchi', 'Mohammad Norouzi']",poster,"['3D', 'diffusion', 'ddpm', 'novel', 'view', 'synthesis', 'generative', 'models']","We present 3DiM (pronounced ""three-dim""), a diffusion model for 3D novel view synthesis from as few as a single image. The core of 3DiM is an image-to-image diffusion model -- 3DiM takes a single reference view and their poses as inputs, and generates a novel view via diffusion. 3DiM can then generate a full 3D consistent scene following our novel stochastic conditioning sampler: the output frames of the scene are generated autoregressively, and during the reverse diffusion process of each individual frame, we select a random conditioning frame from the set of previous frames at each denoising step. We demonstrate that stochastic conditioning yields much more 3D consistent results compared to the naive sampling process which only conditions on a single previous frame. We compare 3DiMs to prior work on the SRN ShapeNet dataset, demonstrating that 3DiM's generated videos from a single view achieve much higher fidelity while being approximately 3D consistent. We also introduce a new evaluation methodology, 3D consistency scoring, to measure the 3D consistency of a generated object by training a neural field on the model's output views. 3DiMs are geometry free, do not rely on hyper-networks or test-time optimization for novel view synthesis, and allow a single model to easily scale to a large number of scenes.",https://api.openreview.net/pdf/fa3c83b8ced74fdc2103d3de7774170ced113e61.pdf,optimization;zero_few-shot;diffusion models;3d,https://scholar.google.com/scholar?q=Novel+View+Synthesis+with+Diffusion+Models
Unified Discrete Diffusion for Simultaneous Vision-Language Generation,2023,ICLR,"['Minghui Hu', 'Chuanxia Zheng', 'Zuopeng Yang', 'Tat-Jen Cham', 'Heliang Zheng', 'Chaoyue Wang', 'Dacheng Tao', 'Ponnuthurai N. Suganthan']",poster,"['Multi-modal', 'Image generation', 'Image Caption.']","The recently developed discrete diffusion model performs extraordinarily well in generation tasks, especially in the text-to-image task, showing great potential for modeling multimodal signals. In this paper, we leverage these properties and present a unified multimodal generation model, which can perform text-based, image-based, and even vision-language simultaneous generation using a single model. Specifically, we unify the discrete diffusion process for multimodal signals by proposing a unified Markov transition matrix and a unified objective. Moreover, we design a multimodal mutual attention module to highlight the inter-modal linkages, which is vital for multimodal generation. Extensive experiments indicate that our proposed method can perform comparably to the state-of-the-art solutions in various generation tasks.",https://api.openreview.net/pdf/d386e35cf9491b25a9017b063c051ef1d750c527.pdf,transformer;generative model;multimodal;diffusion models;llm,https://scholar.google.com/scholar?q=Unified+Discrete+Diffusion+for+Simultaneous+Vision-Language+Generation
Analog Bits: Generating Discrete Data using Diffusion Models with Self-Conditioning,2023,ICLR,"['Ting Chen', 'Ruixiang ZHANG', 'Geoffrey Hinton']",poster,"['Diffusion Models', 'Discrete Data']","We present Bit Diffusion: a simple and generic approach for generating discrete data with continuous state and continuous time diffusion models. The main idea behind our approach is to first represent the discrete data as binary bits, and then train a continuous diffusion model to model these bits as real numbers which we call analog bits. To generate samples, the model first generates the analog bits, which are then thresholded to obtain the bits that represent the discrete variables. We further propose two simple techniques, namely Self-Conditioning and Asymmetric Time Intervals, which lead to a significant improvement in sample quality. Despite its simplicity, the proposed approach can achieve strong performance in both discrete image generation and image captioning tasks. For discrete image generation, we significantly improve previous state-of-the-art on both CIFAR-10 (which has 3K discrete 8-bit tokens) and ImageNet-64x64 (which has 12K discrete 8-bit tokens), outperforming the best autoregressive model in both sample quality (measured by FID) and efficiency. For image captioning on MS-COCO dataset, our approach achieves competitive results compared to autoregressive models.",https://api.openreview.net/pdf/a44a46ea8deb0fda30f91b5e7a0712d7544a462a.pdf,generative model;metric;diffusion models,https://scholar.google.com/scholar?q=Analog+Bits:+Generating+Discrete+Data+using+Diffusion+Models+with+Self-Conditioning
Discrete Contrastive Diffusion for Cross-Modal Music and Image Generation,2023,ICLR,"['Ye Zhu', 'Yu Wu', 'Kyle Olszewski', 'Jian Ren', 'Sergey Tulyakov', 'Yan Yan']",poster,"['Contrastive Diffusion', 'Conditioned Generations', 'Music Generation', 'Image Synthesis']","Diffusion probabilistic models (DPMs) have become a popular approach to conditional generation, due to their promising results and support for cross-modal synthesis. A key desideratum in conditional synthesis is to achieve high correspondence between the conditioning input and generated output. Most existing methods learn such relationships implicitly, by incorporating the prior into the variational lower bound. In this work, we take a different route---we explicitly enhance input-output connections by maximizing their mutual information. To this end, we introduce a Conditional Discrete Contrastive Diffusion (CDCD) loss and design two contrastive diffusion mechanisms to effectively incorporate it into the denoising process, combining the diffusion training and contrastive learning for the first time by connecting it with the conventional variational objectives. We demonstrate the efficacy of our approach in evaluations with diverse multimodal conditional synthesis tasks: dance-to-music generation, text-to-image synthesis, as well as class-conditioned image synthesis. On each, we enhance the input-output correspondence and achieve higher or competitive general synthesis quality. Furthermore, the proposed approach improves the convergence of diffusion models, reducing the number of required diffusion steps by more than 35% on two benchmarks, significantly increasing the inference speed.",https://api.openreview.net/pdf/d217aca9d2b4ac1be080c492bb9d4939061d6de7.pdf,zero_few-shot;generative model;contrastive learning;inference;multimodal;diffusion models,https://scholar.google.com/scholar?q=Discrete+Contrastive+Diffusion+for+Cross-Modal+Music+and+Image+Generation
Diffusion Probabilistic Modeling of Protein Backbones in 3D for the motif-scaffolding problem,2023,ICLR,"['Brian L. Trippe', 'Jason Yim', 'Doug Tischer', 'David Baker', 'Tamara Broderick', 'Regina Barzilay', 'Tommi S. Jaakkola']",poster,"['Diffusion Models', 'Sequential Monte Carlo', 'Protein Design', 'Geometric Deep Learning']","Construction of a scaffold structure that supports a desired motif, conferring protein function, shows promise for the design of vaccines and enzymes. But a general solution to this motif-scaffolding problem remains open. Current machine-learning techniques for scaffold design are either limited to unrealistically small scaffolds (up to length 20) or struggle to produce multiple diverse scaffolds. We propose to learn a distribution over diverse and longer protein backbone structures via an E(3)-equivariant graph neural network. We develop SMCDiff to efficiently sample scaffolds from this distribution conditioned on a given motif; our algorithm is the first to theoretically guarantee conditional samples from a diffusion model in the large-compute limit. We evaluate our designed backbones by how well they align with AlphaFold2-predicted structures. We show that our method can (1) sample scaffolds up to 80 residues and (2) achieve structurally diverse scaffolds for a fixed motif.",https://api.openreview.net/pdf/9674e0c41114fe41488ab7b7ea23289d7b213496.pdf,graph;diffusion models;3d,https://scholar.google.com/scholar?q=Diffusion+Probabilistic+Modeling+of+Protein+Backbones+in+3D+for+the+motif-scaffolding+problem
DreamFusion: Text-to-3D using 2D Diffusion,2023,ICLR,"['Ben Poole', 'Ajay Jain', 'Jonathan T. Barron', 'Ben Mildenhall']",oral,"['diffusion models', 'score-based generative models', 'NeRF', 'neural rendering', '3d synthesis']","Recent breakthroughs in text-to-image synthesis have been driven by diffusion models trained on billions of image-text pairs. Adapting this approach to 3D synthesis would require large-scale datasets of labeled 3D or multiview data and efficient architectures for denoising 3D data, neither of which currently exist. In this work, we circumvent these limitations by using a pretrained 2D text-to-image diffusion model to perform text-to-3D synthesis. We introduce a loss based on probability density distillation that enables the use of a 2D diffusion model as a prior for optimization of a parametric image generator. Using this loss in a DeepDream-like procedure, we optimize a randomly-initialized 3D model (a Neural Radiance Field, or NeRF) via gradient descent such that its 2D renderings from random angles achieve a low loss. The resulting 3D model of the given text can be viewed from any angle, relit by arbitrary illumination, or composited into any 3D environment. Our approach requires no 3D training data and no modifications to the image diffusion model, demonstrating the effectiveness of pretrained image diffusion models as priors.",https://api.openreview.net/pdf/fc5d88df1a06d30ae79fb23e87030f0fb2c8bd76.pdf,optimization;zero_few-shot;metric;distillation;diffusion models;3d,https://scholar.google.com/scholar?q=DreamFusion:+Text-to-3D+using+2D+Diffusion
Sampling is as easy as learning the score: theory for diffusion models with minimal data assumptions,2023,ICLR,"['Sitan Chen', 'Sinho Chewi', 'Jerry Li', 'Yuanzhi Li', 'Adil Salim', 'Anru Zhang']",oral,"['diffusion models', 'score-based generative models', 'sampling', 'score estimation', 'Langevin', 'stochastic differential equations']","We provide theoretical convergence guarantees for score-based generative models (SGMs) such as denoising diffusion probabilistic models (DDPMs), which constitute the backbone of large-scale real-world generative models such as DALL$\cdot$E 2. Our main result is that, assuming accurate score estimates, such SGMs can efficiently sample from essentially any realistic data distribution. In contrast to prior works, our results (1) hold for an $L^2$-accurate score estimate (rather than $L^\infty$-accurate); (2) do not require restrictive functional inequality conditions that preclude substantial non-log-concavity; (3) scale polynomially in all relevant problem parameters; and (4) match state-of-the-art complexity guarantees for discretization of the Langevin diffusion, provided that the score error is sufficiently small. We view this as strong theoretical justification for the empirical success of SGMs. We also examine SGMs based on the critically damped Langevin diffusion (CLD). Contrary to conventional wisdom, we provide evidence that the use of the CLD does *not* reduce the complexity of SGMs.",https://api.openreview.net/pdf/f0dc173be132440952bd7d8221b096d0a0ecf2c7.pdf,generative model;diffusion models;llm,https://scholar.google.com/scholar?q=Sampling+is+as+easy+as+learning+the+score:+theory+for+diffusion+models+with+minimal+data+assumptions
Differentiable Gaussianization Layers for Inverse Problems Regularized by Deep Generative Models,2023,ICLR,['Dongzhuo Li'],poster,"['Deep generative models', 'inverse problems', 'Gaussianization']","Deep generative models such as GANs, normalizing flows, and diffusion models are powerful regularizers for inverse problems. They exhibit great potential for helping reduce ill-posedness and attain high-quality results. However, the latent tensors of such deep generative models can fall out of the desired high-dimensional standard Gaussian distribution during inversion, particularly in the presence of data noise and inaccurate forward models, leading to low-fidelity solutions. To address this issue, we propose to reparameterize and Gaussianize the latent tensors using novel differentiable data-dependent layers wherein custom operators are defined by solving optimization problems. These proposed layers constrain inverse problems to obtain high-fidelity in-distribution solutions. We validate our technique on three inversion tasks: compressive-sensing MRI, image deblurring, and eikonal tomography (a nonlinear PDE-constrained inverse problem) using two representative deep generative models: StyleGAN2 and Glow. Our approach achieves state-of-the-art performance in terms of accuracy and consistency.",https://api.openreview.net/pdf/0d918b07dda7aa6571c2c0ac1eff7f920d47bf7b.pdf,graph;optimization;zero_few-shot;generative model;online learning;flow;diffusion models,https://scholar.google.com/scholar?q=Differentiable+Gaussianization+Layers+for+Inverse+Problems+Regularized+by+Deep+Generative+Models
DDM$^2$: Self-Supervised Diffusion MRI Denoising with Generative Diffusion Models,2023,ICLR,"['Tiange Xiang', 'Mahmut Yurt', 'Ali B Syed', 'Kawin Setsompop', 'Akshay Chaudhari']",poster,"['Unsupervised MRI Denoising', 'Diffusion Models']","Magnetic resonance imaging (MRI) is a common and life-saving medical imaging technique. However, acquiring high signal-to-noise ratio MRI scans requires long scan times, resulting in increased costs and patient discomfort, and decreased throughput. Thus, there is great interest in denoising MRI scans, especially for the subtype of diffusion MRI scans that are severely SNR-limited. While most prior MRI denoising methods are supervised in nature, acquiring supervised training datasets for the multitude of anatomies, MRI scanners, and scan parameters proves impractical. Here, we propose Denoising Diffusion Models for Denoising Diffusion MRI (DDM^2), a self-supervised denoising method for MRI denoising using diffusion denoising generative models. Our three-stage framework integrates statistic-based denoising theory into diffusion models and performs denoising through conditional generation. During inference, we represent input noisy measurements as a sample from an intermediate posterior distribution within the diffusion Markov chain. We conduct experiments on 4 real-world in-vivo diffusion MRI datasets and show that our DDM^2 demonstrates superior denoising performances ascertained with clinically-relevant visual qualitative and quantitative metrics.",https://api.openreview.net/pdf/ba3ad1d1f754d30b7ce210a7b9c4d169705d5234.pdf,graph;zero_few-shot;generative model;inference;metric;diffusion models,https://scholar.google.com/scholar?q=DDM$^2$:+Self-Supervised+Diffusion+MRI+Denoising+with+Generative+Diffusion+Models
ChiroDiff: Modelling chirographic data with Diffusion Models,2023,ICLR,"['Ayan Das', 'Yongxin Yang', 'Timothy Hospedales', 'Tao Xiang', 'Yi-Zhe Song']",poster,"['chirographic data', 'continuous-time', 'diffusion model', 'generative model']","Generative modelling over continuous-time geometric constructs, a.k.a $chirographic\ data$ such as handwriting, sketches, drawings etc., have been accomplished through autoregressive distributions. Such strictly-ordered discrete factorization however falls short of capturing key properties of chirographic data -- it fails to build holistic understanding of the temporal concept due to one-way visibility (causality). Consequently, temporal data has been modelled as discrete token sequences of fixed sampling rate instead of capturing the true underlying concept. In this paper, we introduce a powerful model-class namely Denoising\ Diffusion\ Probabilistic\ Models or DDPMs for chirographic data that specifically addresses these flaws. Our model named ""ChiroDiff"", being non-autoregressive, learns to capture holistic concepts and therefore remains resilient to higher temporal sampling rate up to a good extent. Moreover, we show that many important downstream utilities (e.g. conditional sampling, creative mixing) can be flexibly implemented using ChiroDiff. We further show some unique use-cases like stochastic vectorization, de-noising/healing, abstraction are also possible with this model-class. We perform quantitative and qualitative evaluation of our framework on relevant datasets and found it to be better or on par with competing approaches.",https://api.openreview.net/pdf/2df012fbedfa6bf4cafce1218732561500298315.pdf,graph;generative model;metric;diffusion models,https://scholar.google.com/scholar?q=ChiroDiff:+Modelling+chirographic+data+with+Diffusion+Models
kNN-Diffusion: Image Generation via Large-Scale Retrieval,2023,ICLR,"['Shelly Sheynin', 'Oron Ashual', 'Adam Polyak', 'Uriel Singer', 'Oran Gafni', 'Eliya Nachmani', 'Yaniv Taigman']",poster,[],"Recent text-to-image models have achieved impressive results. However, since they require large-scale datasets of text-image pairs, it is impractical to train them on new domains where data is scarce or not labeled.
In this work, we propose using large-scale retrieval methods, in particular, efficient k-Nearest-Neighbors (kNN), which offers novel capabilities: (1) training a substantially small and efficient text-to-image diffusion model using only pre-trained multi-modal embeddings, but without an explicit text-image dataset, (2) generating out-of-distribution images by simply swapping the retrieval database at inference time, and (3) performing text-driven local semantic manipulations while preserving object identity. To demonstrate the robustness of our method, we apply our kNN approach on two state-of-the-art diffusion backbones, and show results on several different datasets. As evaluated by human studies and automatic metrics, our method achieves state-of-the-art results compared to existing approaches that train text-to-image generation models using images-only dataset.",https://api.openreview.net/pdf/b8975b72f550b7061f9e42248a7f29257a2c71fc.pdf,generative model;inference;metric;multimodal;diffusion models,https://scholar.google.com/scholar?q=kNN-Diffusion:+Image+Generation+via+Large-Scale+Retrieval
gDDIM: Generalized denoising diffusion implicit models,2023,ICLR,"['Qinsheng Zhang', 'Molei Tao', 'Yongxin Chen']",spotlight,"['Fast sampling', 'diffusion model']","Our goal is to extend the denoising diffusion implicit model (DDIM) to general diffusion models~(DMs) besides isotropic diffusions. Instead of constructing a non-Markov noising process as in the original DDIM, we examine the mechanism of DDIM from a numerical perspective.  We discover that the DDIM can be obtained by using some specific approximations of the score when solving the corresponding stochastic differential equation. We present an interpretation of the accelerating effects of DDIM that also explains the advantages of a deterministic sampling scheme over the stochastic one for fast sampling. Building on this insight, we extend DDIM to general DMs, coined generalized DDIM (gDDIM), with a small but delicate modification in parameterizing the score network. We validate gDDIM in two non-isotropic DMs: Blurring diffusion model (BDM) and Critically-damped Langevin diffusion model (CLD). We observe more than 20 times acceleration in BDM. In the CLD, a diffusion model by augmenting the diffusion process with velocity, our algorithm achieves an FID score of 2.26, on CIFAR10, with only 50 number of score function evaluations~(NFEs) and an FID score of 2.86 with only 27 NFEs.",https://api.openreview.net/pdf/101656f96f6c22373cb9bf570b89250c966aedd5.pdf,graph;diffusion models,https://scholar.google.com/scholar?q=gDDIM:+Generalized+denoising+diffusion+implicit+models
Learning Diffusion Bridges on Constrained Domains,2023,ICLR,"['Xingchao Liu', 'Lemeng Wu', 'Mao Ye', 'qiang liu']",spotlight,[],"Diffusion models have achieved promising results on generative learning recently. However, because diffusion processes are most naturally applied  on the unconstrained Euclidean space $\mathrm{R}^d$, key challenges arise for developing diffusion based models for learning data on constrained and structured domains. We present a simple and unified framework to achieve this that can be easily adopted to various types of domains, including product spaces of any type (be it bounded/unbounded, continuous/discrete, categorical/ordinal, or  their mix). In our model, the diffusion process is driven by a drift force that is a sum of two terms: one singular force designed by $Doob's~ h$-$transform$ that ensures all outcomes of the process to belong to the desirable domain, and one non-singular neural force field that is trained to make sure the outcome follows the data distribution statistically. Experiments show that our methods perform superbly on generating tabular data, images, semantic segments and 3D point clouds. ",https://api.openreview.net/pdf/8cfc259b7bd52dd062abbfdf800fc63779766d37.pdf,optimization;zero_few-shot;generative model;diffusion models;3d,https://scholar.google.com/scholar?q=Learning+Diffusion+Bridges+on+Constrained+Domains
Flow Matching for Generative Modeling,2023,ICLR,"['Yaron Lipman', 'Ricky T. Q. Chen', 'Heli Ben-Hamu', 'Maximilian Nickel', 'Matthew Le']",spotlight,"['continuous normalizing flows', 'generative models']","We introduce a new paradigm for generative modeling built on Continuous Normalizing Flows (CNFs), allowing us to train CNFs at unprecedented scale. Specifically, we present the notion of Flow Matching (FM), a simulation-free approach for training CNFs based on regressing vector fields of fixed conditional probability paths. Flow Matching is compatible with a general family of Gaussian probability paths for transforming between noise and data samples---which subsumes existing diffusion paths as specific instances. Interestingly, we find that employing FM with diffusion paths results in a more robust and stable alternative for training diffusion models. Furthermore, Flow Matching opens the door to training CNFs with other, non-diffusion probability paths. An instance of particular interest is using Optimal Transport (OT) displacement interpolation to define the conditional probability paths. These paths are more efficient than diffusion paths, provide faster training and sampling, and result in better generalization. Training CNFs using Flow Matching on ImageNet leads to consistently better performance than alternative diffusion-based methods in terms of both likelihood and sample quality, and allows fast and reliable sample generation using off-the-shelf numerical ODE solvers.",https://api.openreview.net/pdf/e99034416acd1ca82991f5d63735e77130fc06a7.pdf,zero_few-shot;generative model;flow;diffusion models,https://scholar.google.com/scholar?q=Flow+Matching+for+Generative+Modeling
MeshDiffusion: Score-based Generative 3D Mesh Modeling,2023,ICLR,"['Zhen Liu', 'Yao Feng', 'Michael J. Black', 'Derek Nowrouzezahrai', 'Liam Paull', 'Weiyang Liu']",spotlight,"['generative model', 'diffusion model', '3D mesh', 'shape generation']","We consider the task of generating realistic 3D shapes, which is useful for a variety of applications such as automatic scene generation and physical simulation. Compared to other 3D representations like voxels and point clouds, meshes are more desirable in practice, because (1) they enable easy and arbitrary manipulation of shapes for relighting and simulation, and (2) they can fully leverage the power of modern graphics pipelines which are mostly optimized for meshes. Previous scalable methods for generating meshes typically rely on sub-optimal post-processing, and they tend to produce overly-smooth or noisy surfaces without fine-grained geometric details. To overcome these shortcomings, we take advantage of the graph structure of meshes and use a simple yet very effective generative modeling method to generate 3D meshes. Specifically, we represent meshes with deformable tetrahedral grids, and then train a diffusion model on this direct parameterization. We demonstrate the effectiveness of our model on multiple generative tasks.",https://api.openreview.net/pdf/f4b27531cf7771c608830f2a184f9c5ef06eab1c.pdf,graph;representation;generative model;metric;diffusion models;3d,https://scholar.google.com/scholar?q=MeshDiffusion:+Score-based+Generative+3D+Mesh+Modeling
DIFFormer: Scalable (Graph) Transformers Induced by Energy Constrained Diffusion,2023,ICLR,"['Qitian Wu', 'Chenxiao Yang', 'Wentao Zhao', 'Yixuan He', 'David Wipf', 'Junchi Yan']",spotlight,"['structured representation learning', 'diffusion model', 'optimization-induced model', 'node prediction']","Real-world data generation often involves complex inter-dependencies among instances, violating the IID-data hypothesis of standard learning paradigms and posing a challenge for uncovering the geometric structures for learning desired instance representations. To this end, we introduce an energy constrained diffusion model which encodes a batch of instances from a dataset into evolutionary states that progressively incorporate other instances' information by their interactions. The diffusion process is constrained by descent criteria w.r.t. a principled energy function that characterizes the global consistency of instance representations over latent structures. We provide rigorous theory that implies closed-form optimal estimates for the pairwise diffusion strength among arbitrary instance pairs, which gives rise to a new class of neural encoders, dubbed as DIFFormer (diffusion-based Transformers), with two instantiations: a simple version with linear complexity for prohibitive instance numbers, and an advanced version for learning complex structures. Experiments highlight the wide applicability of our model as a general-purpose encoder backbone with superior performance in various tasks, such as node classification on large graphs, semi-supervised image/text classification, and spatial-temporal dynamics prediction. The codes are available at https://github.com/qitianwu/DIFFormer.",https://api.openreview.net/pdf/2c274286ca9d89f558de1d9abc67d9b0a429bc4d.pdf,graph;optimization;transformer;representation;generative model;metric;diffusion models,https://scholar.google.com/scholar?q=DIFFormer:+Scalable+(Graph)+Transformers+Induced+by+Energy+Constrained+Diffusion
"Neural Lagrangian Schr\""{o}dinger Bridge: Diffusion Modeling for Population Dynamics",2023,ICLR,"['Takeshi Koshizuka', 'Issei Sato']",spotlight,"['Population Dynamics', 'Trajectory Inference', 'Neural SDEs', 'Stochastic Optimal Transport', 'Schrödinger Bridge']","Population dynamics is the study of temporal and spatial variation in the size of populations of organisms and is a major part of population ecology. One of the main difficulties in analyzing population dynamics is that we can only obtain observation data with coarse time intervals from fixed-point observations due to experimental costs or measurement constraints. Recently, modeling population dynamics by using continuous normalizing flows (CNFs) and dynamic optimal transport has been proposed to infer the sample trajectories from a fixed-point observed population. While the sample behavior in CNFs is deterministic, the actual sample in biological systems moves in an essentially random yet directional manner. Moreover, when a sample moves from point A to point B in dynamical systems, its trajectory typically follows the principle of least action in which the corresponding action has the smallest possible value. To satisfy these requirements of the sample trajectories, we formulate the Lagrangian Schrödinger bridge (LSB) problem and propose to solve it approximately by modeling the advection-diffusion process with regularized neural SDE. We also develop a model architecture that enables faster computation of the loss function. Experimental results show that the proposed method can efficiently approximate the population-level dynamics even for high-dimensional data and that using the prior knowledge introduced by the Lagrangian enables us to estimate the sample-level dynamics with stochastic behavior.",https://api.openreview.net/pdf/4f5dfd7d5e9825029e736d0ace01eda002efdcb8.pdf,optimization;zero_few-shot;flow;diffusion models,"https://scholar.google.com/scholar?q=Neural+Lagrangian+Schr\""{o}dinger+Bridge:+Diffusion+Modeling+for+Population+Dynamics"
Prompt-to-Prompt Image Editing with Cross-Attention Control,2023,ICLR,"['Amir Hertz', 'Ron Mokady', 'Jay Tenenbaum', 'Kfir Aberman', 'Yael Pritch', 'Daniel Cohen-or']",spotlight,"['Image generation', 'Image editing', 'Diffusion models', 'Attention layer', 'Computer vision', 'Machine learning']","Recent large-scale text-driven synthesis diffusion models have attracted much attention thanks to their remarkable capabilities of generating highly diverse images that follow given text prompts. Therefore, it is only natural to build upon these synthesis models to provide text-driven image editing capabilities. However, Editing is challenging for these generative models, since an innate property of an editing technique is to preserve some content from the original image, while in the text-based models, even a small modification of the text prompt often leads to a completely different outcome. State-of-the-art methods mitigate this by requiring the users to provide a spatial mask to localize the edit, hence, ignoring the original structure and content within the masked region. In this paper, we pursue an intuitive prompt-to-prompt editing framework, where the edits are controlled by text only. We analyze a text-conditioned model in depth and observe that the cross-attention layers are the key to controlling the relation between the spatial layout of the image to each word in the prompt. With this observation, we propose to control the attention maps along the diffusion process. Our approach enables us to monitor the synthesis process by editing the textual prompt only, paving the way to a myriad of caption-based editing applications such as localized editing by replacing a word, global editing by adding a specification, and even controlling the extent to which a word is reflected in the image. We present our results over diverse images and prompts with different text-to-image models, demonstrating high-quality synthesis and fidelity to the edited prompts.",https://api.openreview.net/pdf/a6e78444f28f4790c2b8eb24364ced3ce736feb0.pdf,graph;zero_few-shot;transformer;generative model;diffusion models;llm,https://scholar.google.com/scholar?q=Prompt-to-Prompt+Image+Editing+with+Cross-Attention+Control
DiffEdit: Diffusion-based semantic image editing with mask guidance,2023,ICLR,"['Guillaume Couairon', 'Jakob Verbeek', 'Holger Schwenk', 'Matthieu Cord']",spotlight,"['computer vision', 'image editing', 'diffusion models']","Image generation has recently seen tremendous advances, with diffusion models allowing to synthesize convincing images for a large variety of text prompts. In this article, we propose DiffEdit, a method to take advantage of text-conditioned diffusion models for the task of semantic image editing, where the goal is to edit an image based on a text query. Semantic image editing is an extension of image generation, with the additional constraint that the generated image should be as similar as possible to a given input image. 
Current editing methods based on diffusion models usually require to provide a mask, making the task much easier by treating it as a conditional inpainting task. In contrast, our main contribution is able to automatically generate a mask highlighting regions of the input image that need to be edited, by contrasting predictions of a diffusion model conditioned on different text prompts. Moreover, we rely on latent inference to preserve content in those regions of interest and show excellent synergies with mask-based diffusion. 
DiffEdit achieves state-of-the-art editing performance on ImageNet. In addition, we evaluate semantic image editing in more challenging settings, using images from the COCO dataset as well as text-based generated images.",https://api.openreview.net/pdf/3d837329e3740d349726e77482e1be2f69278a1b.pdf,graph;optimization;zero_few-shot;generative model;inference;diffusion models;llm,https://scholar.google.com/scholar?q=DiffEdit:+Diffusion-based+semantic+image+editing+with+mask+guidance
Distilling Model Failures as Directions in Latent Space,2023,ICLR,"['Saachi Jain', 'Hannah Lawrence', 'Ankur Moitra', 'Aleksander Madry']",spotlight,"['datasets', 'biases', 'subpopulations']","Existing methods for isolating hard subpopulations and spurious correlations in datasets often require human intervention. This can make these methods labor-intensive and dataset-specific. To address these shortcomings, we present a scalable method for automatically distilling a model's failure modes. Specifically, we harness linear classifiers to identify consistent error patterns, and, in turn, induce a natural representation of these failure modes as directions within the feature space. We demonstrate that this framework allows us to discover and automatically caption challenging subpopulations within the training dataset. Moreover, by combining our framework with off-the-shelf diffusion models, we can generate images that are especially challenging for the analyzed model, and thus can be used to perform synthetic data augmentation that helps remedy the model's failure modes.",https://api.openreview.net/pdf/c9daa261ea96d95a6dee52da157a59e14333cf07.pdf,graph;zero_few-shot;representation;augmentation;distillation;diffusion models,https://scholar.google.com/scholar?q=Distilling+Model+Failures+as+Directions+in+Latent+Space
Stochastic Multi-Person 3D Motion Forecasting,2023,ICLR,"['Sirui Xu', 'Yu-Xiong Wang', 'Liangyan Gui']",spotlight,"['stochastic forecasting', 'multi-person 3D motion', 'dual-level generative modeling']","This paper aims to deal with the ignored real-world complexities in prior work on human motion forecasting, emphasizing the social properties of multi-person motion, the diversity of motion and social interactions, and the complexity of articulated motion. To this end, we introduce a novel task of stochastic multi-person 3D motion forecasting. We propose a dual-level generative modeling framework that separately models independent individual motion at the local level and social interactions at the global level. Notably, this dual-level modeling mechanism can be achieved within a shared generative model, through introducing learnable latent codes that represent intents of future motion and switching the codes' modes of operation at different levels. Our framework is general; we instantiate it with different generative models, including generative adversarial networks and diffusion models, and various multi-person forecasting models. Extensive experiments on CMU-Mocap, MuPoTS-3D, and SoMoF benchmarks show that our approach produces diverse and accurate multi-person predictions, significantly outperforming the state of the art. ",https://api.openreview.net/pdf/cd1fe46c26063b4d564a5f4fa721d062014dd432.pdf,generative model;diffusion models;3d,https://scholar.google.com/scholar?q=Stochastic+Multi-Person+3D+Motion+Forecasting
SketchKnitter: Vectorized Sketch Generation with Diffusion Models,2023,ICLR,"['Qiang Wang', 'Haoge Deng', 'Yonggang Qi', 'Da Li', 'Yi-Zhe Song']",spotlight,[],"We show vectorized sketch generation can be identified as a reversal of the stroke deformation process. This relationship was established by means of a diffusion model that learns data distributions over the stroke-point locations and pen states of real human sketches. Given randomly scattered stroke-points, sketch generation becomes a process of deformation-based denoising, where the generator rectifies positions of stroke points at each timestep to converge at a recognizable sketch. A key innovation was to embed recognizability into the reverse time diffusion process. It was observed that the estimated noise during the reversal process is strongly correlated with sketch classification accuracy. An auxiliary recurrent neural network (RNN) was consequently used to quantify recognizability during data sampling. It follows that, based on the recognizability scores, a sampling shortcut function can also be devised that renders better quality sketches with fewer sampling steps. Finally it is shown that the model can be easily extended to a conditional generation framework, where given incomplete and unfaithful sketches, it yields one that is more visually appealing and with higher recognizability.",https://api.openreview.net/pdf/aa51f28767b5d95ceced7af0c79780b06d2fd1e0.pdf,zero_few-shot;generative model;diffusion models,https://scholar.google.com/scholar?q=SketchKnitter:+Vectorized+Sketch+Generation+with+Diffusion+Models
