,Title,Year,Source,Authors,Class,topic
1890,Marginal Tail-Adaptive Normalizing Flows,2022,ICML,In Reinforcement Learning,Haoran Xu · Xianyuan Zhan · Honglei Yin · Huiling qin,zero_few-shot/adaptive/flow
1891,Discriminator-Weighted Offline Imitation Learning from Suboptimal Demonstrations,2022,ICML,In Session 7 Track 6,Jiangnan Cheng · Ao Tang · Sandeep Chinchali,imitation learning
1892,Task-aware Privacy Preservation for Multi-dimensional Data,2022,ICML,In T: Bandits/Online Learning/Reinforcement Learning,Konstantin Donhauser · Nicolò Ruggeri · Stefan Stojanovic · Fanny Yang,
1893,Fast rates for noisy interpolation require rethinking the effect of inductive bias,2022,ICML,In Deep Learning,Sören Mindermann · Jan Brauner · Muhammed Razzak · Mrinank Sharma · Andreas Kirsch · Winnie Xu · Benedikt Höltgen · Aidan Gomez · Adrien Morisot · Sebastian Farquhar · Yarin Gal,
1894,"Prioritized Training on Points that are Learnable, Worth Learning, and not yet Learnt",2022,ICML,In DL: Generative Models and Autoencoders,Xiang Xu · Karl Willis · Joseph G Lambourne · Chin-Yi Cheng · Pradeep Kumar Jayaraman · Yasutaka Furukawa,
1895,SkexGen: Autoregressive Generation of CAD Construction Sequences with Disentangled Codebooks,2022,ICML,In MISC/Deep Learning,Dimitri Marie Meunier · Massimiliano Pontil · Carlo Ciliberto,generative model
1896,Distribution Regression with Sliced Wasserstein Kernels,2022,ICML,In Optimization/Reinforcement Learning,Ling Pan · Longbo Huang · Tengyu Ma · Huazhe Xu,
1897,Plan Better Amid Conservatism: Offline Multi-Agent Reinforcement Learning with Actor Rectification,2022,ICML,In Deep Learning/Optimization,Vincent Cohen-Addad · Silvio Lattanzi · Andreas Maggiori · Nikos Parotsidis,reinforcement learning/multi-agent
1898,Online and Consistent Correlation Clustering,2022,ICML,In Session 7 Track 3,Kaizhi Qian · Yang Zhang · Heting Gao · Junrui Ni · Cheng-I Lai · David Cox · Mark Hasegawa-Johnson · Shiyu Chang,online learning
1899,ContentVec: An Improved Self-Supervised Speech Representation by Disentangling Speakers,2022,ICML,In Reinforcement Learning,ZHIHAN LIU · Yufeng Zhang · Zuyue Fu · Zhuoran Yang · Zhaoran Wang,zero_few-shot/representation
1900,Learning from Demonstration: Provably Efficient Adversarial Policy Imitation with Linear Function Approximation,2022,ICML,In Session 7 Track 2,Haoyuan Cai · Tengyu Ma · Simon Du,
1901,Near-Optimal Algorithms for Autonomous Exploration and Multi-Goal Stochastic Shortest Path,2022,ICML,In Theory/Social Aspects,Vineet Nair · Ganesh Ghalme · Inbal Talgam-Cohen · Nir Rosenfeld,
1902,Strategic Representation,2022,ICML,In DL: Generative Models and Autoencoders,Shanyan Guan · Huayu Deng · Yunbo Wang · Xiaokang Yang,representation
1903,NeuroFluid: Fluid Dynamics Grounding with Particle-Driven Neural Radiance Fields,2022,ICML,In Session 7 Track 3,Jingxuan He · Luca Beurer-Kellner · Martin Vechev,
1904,On Distribution Shift in Learning-based Bug Detectors,2022,ICML,In Session 7 Track 10,Han Zhong · Wei Xiong · Jiyuan Tan · Liwei Wang · Tong Zhang · Zhaoran Wang · Zhuoran Yang,
1905,Pessimistic Minimax Value Iteration: Provably Efficient Equilibrium Learning from Offline Datasets,2022,ICML,In Deep Learning/Optimization,Bruno Ordozgoiti · Antonis Matakos · Aristides Gionis,
1906,Generalized Leverage Scores: Geometric Interpretation and Applications,2022,ICML,,,metric
1908,UnderGrad: A Universal Black-Box Optimization Method with Almost Dimension-Free Convergence Rate Guarantees,2022,ICML,In Optimization/Reinforcement Learning,Alina Ene · Huy Nguyen,optimization
1909,Streaming Algorithm for Monotone k-Submodular Maximization with Cardinality Constraints,2022,ICML,In Reinforcement Learning,Shantanu Thakoor · Mark Rowland · Diana Borsa · Will Dabney · Remi Munos · Andre Barreto,optimization
1910,Generalised Policy Improvement with Geometric Policy Composition,2022,ICML,In Reinforcement Learning,Jonathan Chang · Kaiwen Wang · Nathan Kallus · Wen Sun,metric
1911,Learning Bellman Complete Representations for Offline Policy Evaluation,2022,ICML,In Session 8 Track 10,Konstantinos Kalais · Sotirios Chatzis,representation
1912,Stochastic Deep Networks with Linear Competing Units for Model-Agnostic Meta-Learning,2022,ICML,Session,,meta-learning
1913,Deep Learning: SSL/GNN,2022,ICML,Session,,
1914,Theory: Game Theory and Optimization,2022,ICML,Session,,optimization
1915,Deep Learning: Attention Mechanisms,2022,ICML,Session,,transformer
1918,MISC/Social Aspects,2022,ICML,Session,,
1922,Probabilistic Methods/MISC,2022,ICML,In Session 8 Track 1,Yuge Shi · Siddharth N · Phil Torr · Adam Kosiorek,
1923,Adversarial Masking for Self-Supervised Learning,2022,ICML,In Session 8 Track 6,Yujia Bao · Shiyu Chang · Regina Barzilay,zero_few-shot
1924,Learning Stable Classifiers by Transferring Unstable Features,2022,ICML,In Deep Learning/MISC,Delvin Zhang · Hady Lauw,transfer learning
1925,Dynamic Topic Models for Temporal Document Networks,2022,ICML,In Session 8 Track 4,Zhijian Duan · Jingwu Tang · Yutong Yin · Zhe Feng · Xiang Yan · Manzil Zaheer · Xiaotie Deng,
1926,A Context-Integrated Transformer-Based Neural Network for Auction Design,2022,ICML,In Session 8 Track 3,Lin Zheng · Huijie Pan · Lingpeng Kong,transformer
1927,Ripple Attention for Visual Perception with Sub-quadratic Complexity,2022,ICML,In MISC/Social Aspects,Tianlong Chen · Zhenyu Zhang · Sijia Liu · Yang Zhang · Shiyu Chang · Zhangyang “Atlas” Wang,transformer
1928,Data-Efficient Double-Win Lottery Tickets from Robust Pre-training,2022,ICML,In Deep Learning: Attention Mechanisms,Haiyan Wu · Yuting Gao · Yinqi Zhang · Shaohui Lin · Yuan Xie · Xing Sun · Ke Li,
1929,Self-supervised Models are Good Teaching Assistants for Vision Transformers,2022,ICML,In Deep Learning: SSL/GNN,Zhuoning Yuan · Yuexin Wu · Zi-Hao Qiu · Xianzhi Du · Lijun Zhang · Denny Zhou · Tianbao Yang,zero_few-shot/transformer
1930,Provable Stochastic Optimization for Global Contrastive Learning: Small Batch Does Not Harm Performance,2022,ICML,In Applications,Xiaoyong Jin · Youngsuk Park · Danielle Robinson · Hao Wang · Yuyang Wang,optimization/contrastive learning
1931,Domain Adaptation for Time Series Forecasting via Attention Sharing,2022,ICML,In Deep Learning/MISC,Itai Gat · Nitay Calderon · Roi Reichart · Tamir Hazan,transformer
1932,A Functional Information Perspective on Model Interpretation,2022,ICML,In Deep Learning/MISC,Thomas Y. Yeh · Maxwell Sterner · Zerlina Lai · Brandon Chuang · Alexander Ihler,
1933,Be Like Water: Adaptive Floating Point for Machine Learning,2022,ICML,In Deep Learning: Attention Mechanisms,Amin Ghiasi · Hamid Kazemi · Steven Reich · Chen Zhu · Micah Goldblum · Tom Goldstein,adaptive
1934,Plug-In Inversion: Model-Agnostic Inversion for Vision with Data Augmentations,2022,ICML,In Applications,Nabeel Seedat · Fergus Imrie · Alexis Bellot · Zhaozhi Qian · Mihaela van der Schaar,augmentation
1935,Continuous-Time Modeling of Counterfactual Outcomes Using Neural Controlled Differential Equations,2022,ICML,In Deep Learning: SSL/GNN,Peng Wang · An Yang · Rui Men · Junyang Lin · Shuai Bai · Zhikang Li · Jianxin Ma · Chang Zhou · Jingren Zhou · Hongxia Yang,
1936,"OFA: Unifying Architectures, Tasks, and Modalities Through a Simple Sequence-to-Sequence Learning Framework",2022,ICML,In MISC/Social Aspects,Ben Day · Ramon Viñas Torné · Nikola Simidjievski · Pietro Lió,
1937,Attentional Meta-learners for Few-shot Polythetic Classification,2022,ICML,In Session 8 Track 6,Yuka Hashimoto · Zhao Wang · Tomoko Matsui,transformer/meta-learning
1938,C*-algebra Net: A New Approach Generalizing Neural Network Parameters to C*-algebra,2022,ICML,In Deep Learning: SSL/GNN,Tiffany Vlaar · Benedict Leimkuhler,
1939,Multirate Training of Neural Networks,2022,ICML,In Session 8 Track 3,Aditya Menon · Sadeep Jayasumana · Ankit Singh Rawat · Seungyeon Kim · Sashank Jakkam Reddi · Sanjiv Kumar,
1940,In defense of dual-encoders for neural ranking,2022,ICML,In Session 8 Track 7,Johannes Brandstetter · Max Welling · Daniel Worrall,
1941,Lie Point Symmetry Data Augmentation for Neural PDE Solvers,2022,ICML,In Applications,Chu-ran Wang · Fei Gao · Fandong Zhang · Fangwei Zhong · Yizhou Yu · Yizhou Wang,augmentation
1942,Disentangling Disease-related Representation from Obscure for Disease Prediction,2022,ICML,In Session 8 Track 8,Zijian Liu · Ta Duy Nguyen · Alina Ene · Huy Nguyen,representation
1943,Adaptive Accelerated (Extra-)Gradient Methods with Variance Reduction,2022,ICML,In Theory: Game Theory and Optimization,Martino Bernasconi · Federico Cacciamani · Matteo Castiglioni · Alberto Marchesi · Nicola Gatti · Francesco Trovò,adaptive
1944,Safe Learning in Tree-Form Sequential Decision Making: Handling Hard and Soft Constraints,2022,ICML,In Reinforcement Learning,Nathan Kallus · Xiaojie Mao · Kaiwen Wang · Zhengyuan Zhou,optimization
1945,Doubly Robust Distributionally Robust Off-Policy Evaluation and Learning,2022,ICML,In Reinforcement Learning,Vitchyr Pong · Ashvin Nair · Laura Smith · Catherine Huang · Sergey Levine,reinforcement learning
1946,Offline Meta-Reinforcement Learning with Online Self-Supervision,2022,ICML,In Session 8 Track 10,Zheng Wang · Shandian Zhe,reinforcement learning/online learning/meta-learning
1947,Nonparametric Factor Trajectory Learning for Dynamic Tensor Decomposition,2022,ICML,In Session 8 Track 7,Jun-Qi Guo · Ming-Zhuo Teng · Wei Gao · Zhi-Hua Zhou,metric
1948,Fast Provably Robust Decision Trees and Boosting,2022,ICML,In Session 8 Track 6,Konstantin Prokopchik · Austin Benson · Francesco Tudisco,
1949,Nonlinear Feature Diffusion on Hypergraphs,2022,ICML,In Applications,Brandon Trabucco · Xinyang Geng · Aviral Kumar · Sergey Levine,graph/online learning
1950,Design-Bench: Benchmarks for Data-Driven Offline Model-Based Optimization,2022,ICML,In Session 8 Track 1,Jiaojiao Fan · Qinsheng Zhang · Amirhossein Taghvaei · Yongxin Chen,optimization
1951,Variational Wasserstein gradient flow,2022,ICML,In Deep Learning: Attention Mechanisms,Krzysztof Choromanski · Han Lin · Haoxian Chen · Tianyi Zhang · Arijit Sehanobish · Valerii Likhosherstov · Jack Parker-Holder · Tamas Sarlos · Adrian Weller · Thomas Weingarten,zero_few-shot/flow
1952,From block-Toeplitz matrices to differential equations on graphs: towards a general theory for scalable masked Transformers,2022,ICML,In Optimization/Reinforcement Learning,Omead Pooladzandi · David Davini · Baharan Mirzasoleiman,graph/transformer
1953,Adaptive Second Order Coresets for Data-efficient Machine Learning,2022,ICML,In Theory: Game Theory and Optimization,Luca Carminati · Federico Cacciamani · Marco Ciccone · Nicola Gatti,adaptive
1954,"A Marriage between Adversarial Team Games and 2-player Games: Enabling Abstractions, No-regret Learning, and Subgame Solving",2022,ICML,In Reinforcement Learning,Kefan Su · Zongqing Lu,
1955,Divergence-Regularized Multi-Agent Actor-Critic,2022,ICML,In Session 8 Track 5,Sobhan Miryoosefi · Chi Jin,reinforcement learning/multi-agent
1956,A Simple Reward-free Approach to Constrained Reinforcement Learning,2022,ICML,In Session 8 Track 10,Zheng Wang · Yiming Xu · Conor Tillinghast · Shibo Li · Akil Narayan · Shandian Zhe,reinforcement learning/optimization
1957,Nonparametric Embeddings of Sparse High-Order Interaction Events,2022,ICML,In MISC/Social Aspects,Junyoung Park · Changwon Yoon · Cheolwoo Park · Jeongyoun Ahn,metric/sparse
1958,Kernel Methods for Radial Transformed Compositional Data with Many Zeros,2022,ICML,In Session 8 Track 3,Lin Zheng · Chong Wang · Lingpeng Kong,
1959,Linear Complexity Randomized Self-attention Mechanism,2022,ICML,In Session 8 Track 1,Dinghuai Zhang · Hongyang Zhang · Aaron Courville · Yoshua Bengio · Pradeep Ravikumar · Arun Sai Suggala,transformer
1960,Building Robust Ensembles via Margin Boosting,2022,ICML,In Applications,Seyed Kamyar Seyed Ghasemipour · Satoshi Kataoka · Byron David · Daniel Freeman · Shixiang Gu · Igor Mordatch,
1961,Blocks Assemble! Learning to Assemble with Large-Scale Structured Reinforcement Learning,2022,ICML,In Session 8 Track 7,Yu Chin Fabian Lim · Laura Wynter · Shiau Hong Lim,reinforcement learning
1962,Order Constraints in Optimal Transport,2022,ICML,In Deep Learning/MISC,Stefan Neumann · Pan Peng,optimization
1963,Sublinear-Time Clustering Oracle for Signed Graphs,2022,ICML,In Optimization/Reinforcement Learning,Trang Tran · Katya Scheinberg · Lam Nguyen,graph
1964,Nesterov Accelerated Shuffling Gradient Method for Convex Optimization,2022,ICML,In Reinforcement Learning,Jason Yecheng Ma · Andrew Shen · Dinesh Jayaraman · Osbert Bastani,optimization
1965,Versatile Offline Imitation from Observations and Examples via Regularized State-Occupancy Matching,2022,ICML,In Theory: Game Theory and Optimization,Sonja Kraiczy · Edith Elkind,
1966,Exact Learning of Preference Structure: Single-peaked Preferences and Beyond,2022,ICML,In Reinforcement Learning,Shuang Wu · Ling Shi · Jun Wang · Guangjian Tian,
1967,Understanding Policy Gradient Algorithms: A Sensitivity-Based Approach,2022,ICML,In Probabilistic Methods/MISC,Javier Antorán · David Janz · James Allingham · Erik Daxberger · Riccardo Barbano · Eric Nalisnick · Jose Miguel Hernandez-Lobato,
1968,Adapting the Linearised Laplace Model Evidence for Modern Deep Learning,2022,ICML,In Session 8 Track 1,Alexander Farhang · Jeremy Bernstein · Kushal Tirumala · Yang Liu · Yisong Yue,
1969,Investigating Generalization by Controlling Normalized Margin,2022,ICML,In Session 8 Track 3,Chen Huang · Walter Talbott · Navdeep Jaitly · Joshua M Susskind,
1970,Efficient Representation Learning via Adaptive Context Pooling,2022,ICML,In MISC/Social Aspects,Haoqi Yuan · Zongqing Lu,representation/adaptive
1971,Robust Task Representations for Offline Meta-Reinforcement Learning via Contrastive Learning,2022,ICML,In Applications,Henrique Aguiar · Mauro Santos · Peter Watkinson · Tingting Zhu,reinforcement learning/representation/contrastive learning/meta-learning
1972,Learning of Cluster-based Feature Importance for Electronic Health Record Time-series,2022,ICML,In Deep Learning: Attention Mechanisms,Linfeng Zhao · Lingzhi Kong · Robin Walters · Lawson Wong,
1973,Toward Compositional Generalization in Object-Oriented World Modeling,2022,ICML,In MISC/Social Aspects,Hamed Nilforoshan · Johann Gaebler · Ravi Shroff · Sharad Goel,
1974,Causal Conceptions of Fairness and their Consequences,2022,ICML,In Applications,Hyung Ju Suh · Max Simchowitz · Kaiqing Zhang · Russ Tedrake,
1975,Do Differentiable Simulators Give Better Policy Gradients?,2022,ICML,In Deep Learning: SSL/GNN,Kendrick Shen · Robbie Jones · Ananya Kumar · Sang Michael Xie · Jeff Z. HaoChen · Tengyu Ma · Percy Liang,
1976,"Connect, Not Collapse: Explaining Contrastive Learning for Unsupervised Domain Adaptation",2022,ICML,In Reinforcement Learning,Beining Han · Zhizhou Ren · Zuofan Wu · Yuan Zhou · Jian Peng,contrastive learning
1977,Off-Policy Reinforcement Learning with Delayed Rewards,2022,ICML,In Optimization/Reinforcement Learning,Valentin Durante · George Katsirelos · Thomas Schiex,reinforcement learning
1978,Efficient Low Rank Convex Bounds for Pairwise Discrete Graphical Models,2022,ICML,In Session 8 Track 10,Jakob Heiss · Jakob Weissteiner · Hanna Wutte · Sven Seuken · Josef Teichmann,graph/zero_few-shot
1979,NOMU: Neural Optimization-based Model Uncertainty,2022,ICML,In Session 8 Track 5,Nicklas Hansen · Hao Su · Xiaolong Wang,optimization
1980,Temporal Difference Learning for Model Predictive Control,2022,ICML,In Session 8 Track 2,Junjie Chen · Minming Li · Haifeng Xu,
1981,Selling Data To a Machine Learner: Pricing via Costly Signaling,2022,ICML,In Session 8 Track 8,PAUL DUETTING · Federico Fusco · Silvio Lattanzi · Ashkan Norouzi-Fard · Morteza Zadimoghaddam,
1982,Deletion Robust Submodular Maximization over Matroids,2022,ICML,In Probabilistic Methods/MISC,Sanae Lotfi · Pavel Izmailov · Gregory Benton · Micah Goldblum · Andrew Wilson,
1983,"Bayesian Model Selection, the Marginal Likelihood, and Generalization",2022,ICML,In Reinforcement Learning,Jonathan Lee · George Tucker · Ofir Nachum · Bo Dai,bayesian
1984,Model Selection in Batch Policy Optimization,2022,ICML,In Reinforcement Learning,Julien Roy · Roger Girgis · Joshua Romoff · Pierre-Luc Bacon · Christopher Pal,optimization
1985,Direct Behavior Specification via Constrained Reinforcement Learning,2022,ICML,In Theory: Game Theory and Optimization,Eric Price · Sandeep Silwal · Samson Zhou,reinforcement learning/optimization
1986,Hardness and Algorithms for Robust and Sparse Optimization,2022,ICML,In Reinforcement Learning,Ching-An Cheng · Tengyang Xie · Nan Jiang · Alekh Agarwal,optimization/sparse
1987,Adversarially Trained Actor Critic for Offline Reinforcement Learning,2022,ICML,In Theory: Game Theory and Optimization,Vijay Keswani · Oren Mangoubi · Sushant Sachdeva · Nisheeth K. Vishnoi,reinforcement learning
1988,A Convergent and Dimension-Independent Min-Max Optimization Algorithm,2022,ICML,In Reinforcement Learning,Thibault Lahire · Matthieu Geist · Emmanuel Rachelson,optimization
1989,Large Batch Experience Replay,2022,ICML,In Deep Learning/MISC,Alhabib Abbas · Yiannis Andreopoulos,
1990,PAC-Bayesian Bounds on Rate-Efficient Classifiers,2022,ICML,In Deep Learning: Attention Mechanisms,Arthur Flajolet · Claire Bizon Monroc · Karim Beguir · Thomas Pierrot,bayesian
1991,Fast Population-Based Reinforcement Learning on a Single Machine,2022,ICML,In Applications,Margaux Zaffran · Olivier FERON · Yannig Goude · julie Josse · Aymeric Dieuleveut,reinforcement learning
1992,Adaptive Conformal Predictions for Time Series,2022,ICML,In Session 8 Track 6,Junyi Chai · Xiaoqian Wang,adaptive
1993,Fairness with Adaptive Weights,2022,ICML,In Deep Learning/MISC,Osman Asif Malik,adaptive
1994,More Efficient Sampling for Tensor Decomposition With Worst-Case Guarantees,2022,ICML,In Session 8 Track 1,Wangchunshu Zhou · Yan Zeng · shizhe diao · Xinsong Zhang,
1995,VLUE: A Multi-Task Multi-Dimension Benchmark for Evaluating Vision-Language Pre-training,2022,ICML,In Probabilistic Methods/MISC,Jiechao Guan · Zhiwu Lu,multi-task
1996,Fast-Rate PAC-Bayesian Generalization Bounds for Meta-Learning,2022,ICML,In Optimization/Reinforcement Learning,Xin Yu · Thiago Serra · Srikumar Ramalingam · Shandian Zhe,bayesian/meta-learning
1997,The Combinatorial Brain Surgeon: Pruning Weights That Cancel One Another in Neural Networks,2022,ICML,In Deep Learning/MISC,Momin Abbas · Quan Xiao · Lisha Chen · Pin-Yu Chen · Tianyi Chen,
1998,Sharp-MAML: Sharpness-Aware Model-Agnostic Meta Learning,2022,ICML,In Applications,Wenlong Huang · Pieter Abbeel · Deepak Pathak · Igor Mordatch,meta-learning
1999,Language Models as Zero-Shot Planners: Extracting Actionable Knowledge for Embodied Agents,2022,ICML,In MISC/Social Aspects,Jialu Wang · Xin Eric Wang · Yang Liu,reinforcement learning/zero_few-shot
2000,Understanding Instance-Level Impact of Fairness Constraints,2022,ICML,In Session 8 Track 1,Sihang Li · Xiang Wang · An Zhang · Ying-Xin Wu · Xiangnan He · Tat-Seng Chua,optimization
2001,Let Invariant Rationale Discovery Inspire Graph Contrastive Learning,2022,ICML,In Deep Learning: Attention Mechanisms,Zhijie Deng · Jiaxin Shi · Jun Zhu,graph/contrastive learning
2002,NeuralEF: Deconstructing Kernels by Deep Neural Networks,2022,ICML,In Session 8 Track 2,Qixin Zhang · Zengde Deng · Zaiyi Chen · Haoyuan Hu · Yu Yang,
2003,Stochastic Continuous Submodular Maximization: Boosting via Non-oblivious Function,2022,ICML,In Session 8 Track 8,Shubhanshu Shekhar · Tara Javidi,
2004,Instance Dependent Regret Analysis of Kernelized Bandits,2022,ICML,In Reinforcement Learning,Jack Parker-Holder · Minqi Jiang · Michael Dennis · Mikayel Samvelyan · Jakob Foerster · Edward Grefenstette · Tim Rocktäschel,
2005,Evolving Curricula with Regret-Based Environment Design,2022,ICML,In Probabilistic Methods/MISC,Seyed Iman Mirzadeh · Arslan Chaudhry · Dong Yin · Huiyi Hu · Razvan Pascanu · Dilan Gorur · Mehrdad Farajtabar,
2006,Wide Neural Networks Forget Less Catastrophically,2022,ICML,In Reinforcement Learning,Chengzhuo Ni · Ruiqi Zhang · Xiang Ji · Xuezhou Zhang · Mengdi Wang,
2007,Optimal Estimation of Policy Gradient via Double Fitted Iteration,2022,ICML,In Session 8 Track 1,Yijian Qin · Xin Wang · Ziwei Zhang · Pengtao Xie · Wenwu Zhu,
2008,Graph Neural Architecture Search Under Distribution Shifts,2022,ICML,In MISC/Social Aspects,Peizhao Li · Hongfu Liu,graph
2009,Achieving Fairness at No Utility Cost via Data Reweighing with Influence,2022,ICML,In Applications,Jianheng Tang · Jiajin Li · Ziqi Gao · Jia Li,
2010,Rethinking Graph Neural Networks for Anomaly Detection,2022,ICML,In Deep Learning/MISC,Hongchang Gao · Junyi Li · Heng Huang,graph
2011,On the Convergence of Local Stochastic Compositional Gradient Descent with Momentum,2022,ICML,In Deep Learning: Attention Mechanisms,Baifeng Shi · Yale Song · Neel Joshi · Trevor Darrell · Xin Wang,
2012,Visual Attention Emerges from Recurrent Sparse Reconstruction,2022,ICML,In Optimization/Reinforcement Learning,Shuang Ao · Tianyi Zhou · Jing Jiang · Guodong Long · Xuan Song · Chengqi Zhang,transformer/sparse
2013,EAT-C: Environment-Adversarial sub-Task Curriculum for Efficient Reinforcement Learning,2022,ICML,In Reinforcement Learning,Hongyi Guo · Qi Cai · Yufeng Zhang · Zhuoran Yang · Zhaoran Wang,reinforcement learning
2014,Provably Efficient Offline Reinforcement Learning for Partially Observable Markov Decision Processes,2022,ICML,In Probabilistic Methods/MISC,Arezou Rezazadeh,reinforcement learning
2015,A Unified View on PAC-Bayes Bounds for Meta-Learning,2022,ICML,In Reinforcement Learning,Junlin Wu · Yevgeniy Vorobeychik,bayesian/meta-learning
2016,Robust Deep Reinforcement Learning through Bootstrapped Opportunistic Curriculum,2022,ICML,In Theory: Game Theory and Optimization,Jungbin Kim · Insoon Yang,reinforcement learning
2017,Accelerated Gradient Methods for Geodesically Convex Optimization: Tractable Algorithms and Convergence Analysis,2022,ICML,In Deep Learning: Attention Mechanisms,Weizhe Hua · Zihang Dai · Hanxiao Liu · Quoc Le,optimization
2018,Transformer Quality in Linear Time,2022,ICML,In Deep Learning: SSL/GNN,Xiyuan Wang · Muhan Zhang,transformer
2019,How Powerful are Spectral Graph Neural Networks,2022,ICML,In Session 8 Track 6,Jean-Rémy Conti · Nathan NOIRY · Stephan Clemencon · Vincent Despiegel · Stéphane Gentric,graph
2020,Mitigating Gender Bias in Face Recognition using the von Mises-Fisher Mixture Model,2022,ICML,In Applications,Elvis Nava · John Zhang · Mike Yan Michelis · Tao Du · Pingchuan Ma · Benjamin F. Grewe · Wojciech Matusik · Robert Katzschmann,
2021,Fast Aquatic Swimmer Optimization with Differentiable Projective Dynamics and Neural Network Hydrodynamic Models,2022,ICML,In Deep Learning/MISC,Elias Frantar · Dan Alistarh,optimization
2022,SPDY: Accurate Pruning with Speedup Guarantees,2022,ICML,In Session 8 Track 8,Andrew Lampinen · Nicholas Roy · Ishita Dasgupta · Stephanie Chan · Allison Tam · James McClelland · Chen Yan · Adam Santoro · Neil Rabinowitz · Jane Wang · Feilx Hill,
2023,Tell me why! Explanations support learning relational and causal structure,2022,ICML,In Session 8 Track 10,Liam Collins · Aryan Mokhtari · Sewoong Oh · Sanjay Shakkottai,
2024,MAML and ANIL Provably Learn Representations,2022,ICML,In Theory: Game Theory and Optimization,Robert Ganian · Thekla Hamm · Viktoriia Korchemna · Karolina Okrasa · Kirill Simonov,representation
2025,The Complexity of k-Means Clustering when Little is Known,2022,ICML,In Reinforcement Learning,Luckeciano Melo,
2026,Transformers are Meta-Reinforcement Learners,2022,ICML,In Reinforcement Learning,Ruiqi Zhang · Xuezhou Zhang · Chengzhuo Ni · Mengdi Wang,reinforcement learning/transformer/meta-learning
2027,Off-Policy Fitted Q-Evaluation with Differentiable Function Approximators: Z-Estimation and Inference Theory,2022,ICML,In Session 8 Track 4,Eser Aygün · Ankit Anand · Laurent Orseau · Xavier Glorot · Stephen McAleer · Vlad Firoiu · Lei Zhang · Doina Precup · Shibl Mourad,reinforcement learning/inference
2028,Proving Theorems using Incremental Learning and Hindsight Experience Replay,2022,ICML,In Deep Learning/MISC,Jacob Kahn · Vineel Pratap · Tatiana Likhomanenko · Qiantong Xu · Awni Hannun · Jeff Cai · Paden Tomasello · Ann Lee · Edouard Grave · Gilad Avidov · Benoit Steiner · Vitaliy Liptchinsky · Gabriel Synnaeve · Ronan Collobert,
2029,Flashlight: Enabling Innovation in Tools for Machine Learning,2022,ICML,In Session 8 Track 1,Yulia Rubanova · Alvaro Sanchez-Gonzalez · Tobias Pfaff · Peter Battaglia,
2030,Constraint-based graph network simulator,2022,ICML,In Deep Learning: Attention Mechanisms,Yuxin Wang · Chu-Tak Lee · Qipeng Guo · Zhangyue Yin · yunhua zhou · Xuanjing Huang · Xipeng Qiu,graph/optimization
2031,What Dense Graph Do You Need for Self-Attention?,2022,ICML,In MISC/Social Aspects,Abhin Shah · Yuheng Bu · Joshua Lee · Subhro Das · Rameswar Panda · Prasanna Sattigeri · Gregory Wornell,graph/transformer
2032,Selective Regression under Fairness Criteria,2022,ICML,In Session 8 Track 5,Huang Bojun,
2033,Lagrangian Method for Q-Function Learning (with Applications to Machine Translation),2022,ICML,In Session 8 Track 2,Kyriakos Axiotis ·,
2034,Iterative Hard Thresholding with Adaptive Regularization: Sparser Solutions Without Sacrificing Runtime,2022,ICML,In Session 8 Track 10,Xiaoyun Li · Ping Li,adaptive/sparse
2035,C-MinHash: Improving Minwise Hashing with Circulant Permutation,2022,ICML,In Optimization/Reinforcement Learning,Matthias Weissenbacher · Samrath Sinha · Animesh Garg · Yoshinobu Kawahara,
2036,Koopman Q-learning: Offline Reinforcement Learning via Symmetries of Dynamics,2022,ICML,In Reinforcement Learning,Litian Liang · Yaosheng Xu · Stephen Mcaleer · Dailin Hu · Alexander Ihler · Pieter Abbeel · Roy Fox,reinforcement learning
2037,Reducing Variance in Temporal-Difference Value Estimation via Ensemble of Deep Networks,2022,ICML,In MISC/Social Aspects,Jiayin Jin · Zeru Zhang · Yang Zhou · Lingfei Wu,
2038,Input-agnostic Certified Group Fairness via Gaussian Parameter Smoothing,2022,ICML,In Applications,Aviv Netanyahu · Tianmin Shu · Josh Tenenbaum · Pulkit Agrawal,
2039,Discovering Generalizable Spatial Goal Representations via Graph-based Active Reward Learning,2022,ICML,In Session 8 Track 3,Tom Ron · Tamir Hazan,graph/representation/active learning
2040,Dual Decomposition of Convex Optimization Layers for Consistent Attention in Medical Images,2022,ICML,In Session 8 Track 1,Zehao Dong · Muhan Zhang · Fuhai Li · Yixin Chen,optimization/transformer
2041,PACE: A Parallelizable Computation Encoder for Directed Acyclic Graphs,2022,ICML,In Deep Learning/MISC,Edith Cohen · Xin Lyu · Jelani Nelson · Tamas Sarlos · Moshe Shechner · Uri Stemmer,graph
2042,On the Robustness of CountSketch to Adaptive Inputs,2022,ICML,In Reinforcement Learning,Hao Hu · yiqin yang · Qianchuan Zhao · Chongjie Zhang,adaptive
2043,On the Role of Discount Factor in Offline Reinforcement Learning,2022,ICML,In Theory: Game Theory and Optimization,Peter Richtarik · Igor Sokolov · Elnur Gasanov · Ilyas Fatkhullin · Zhize Li · Eduard Gorbunov,reinforcement learning
2044,3PC: Three Point Compressors for Communication-Efficient Distributed Training and a Better Theory for Lazy Aggregation,2022,ICML,In Probabilistic Methods/MISC,Samuel Hurault · Arthur Leclaire · Nicolas Papadakis,
