,Title,Year,Source,Authors,Class,topic
1821,CARTL: Cooperative Adversarially-Robust Transfer Learning,2021,ICML,In Semisupervised and Unsupervised Learning 1,Yuning You · Tianlong Chen · Yang Shen · Zhangyang Wang,transfer learning
1822,Graph Contrastive Learning Automated,2021,ICML,In Representation Learning 3,Frederik Träuble · Elliot Creager · Niki Kilbertus · Francesco Locatello · Andrea Dittadi · Anirudh Goyal · Bernhard Schölkopf · Stefan Bauer,graph/contrastive learning
1823,On Disentangled Representations Learned from Correlated Data,2021,ICML,In Probabilistic Methods 3,Vincent Plassier · Maxime Vono · Alain Durmus · Eric Moulines,representation
1824,DG-LMC: A Turn-key and Scalable Synchronous Distributed MCMC Algorithm via Langevin Monte Carlo within Gibbs,2021,ICML,In Privacy 3,Steve Chien · Prateek Jain · Walid Krichene · Steffen Rendle · Shuang Song · Abhradeep Guha Thakurta · Li Zhang,
1825,Private Alternating Least Squares: Practical Private Matrix Completion with Tighter Rates,2021,ICML,In Domain Generalization and Multi-task Learning,Xu Chen,
1826,Unified Robust Semi-Supervised Variational Autoencoder,2021,ICML,In Semisupervised and Unsupervised Learning 1,Jure Zbontar · Li Jing · Ishan Misra · yann lecun · Stephane Deny,
1827,Barlow Twins: Self-Supervised Learning via Redundancy Reduction,2021,ICML,In Adversarial Learning 2,Sahil Singla · Soheil Feizi,zero_few-shot
1828,Skew Orthogonal Convolutions,2021,ICML,In Privacy 2,Mengjiao Zhang · Shusen Wang,
1829,Matrix Sketching for Secure Collaborative Machine Learning,2021,ICML,In Bayesian Methods,Conor Tillinghast · Shandian Zhe,
1830,Nonparametric Decomposition of Sparse Tensors,2021,ICML,In Applications (CV and NLP),Ankit Goyal · Hei Law · Bowei Liu · Alejandro Newell · Jia Deng,metric/sparse
1831,Revisiting Point Cloud Shape Classification with a Simple and Effective Baseline,2021,ICML,In Privacy 3,Netanel Raviv · Aidan Kelley · Minzhe Guo · Yevgeniy Vorobeychik,
1832,Enhancing Robustness of Neural Networks through Fourier Stabilization,2021,ICML,In Representation Learning 3,Hugo Touvron · Matthieu Cord · Douze Matthijs · Francisco Massa · Alexandre Sablayrolles · Herve Jegou,
1833,Training data-efficient image transformers & distillation through attention,2021,ICML,In Probabilistic Methods 3,Quan Nguyen · Arghavan Modiri · Roman Garnett,transformer/distillation
1834,Nonmyopic Multifidelity Acitve Search,2021,ICML,In Adversarial Learning 2,Arjun Nitin Bhagoji · Daniel Cullina · Vikash Sehwag · Prateek Mittal,
1835,Lower Bounds on Cross-Entropy Loss in the Presence of Test-time Adversaries,2021,ICML,In Representation Learning 3,Alexander Wang · Mengye Ren · Richard Zemel,zero_few-shot
1836,SketchEmbedNet: Learning Novel Concepts by Imitating Drawings,2021,ICML,In Probabilistic Methods 3,Jannik Kossen · Sebastian Farquhar · Yarin Gal · Tom Rainforth,
1837,Active Testing: Sample-Efficient Model Evaluation,2021,ICML,In Privacy 2,David G Khachaturov · Ilia Shumailov · Yiren Zhao · Nicolas Papernot · Ross Anderson,active learning
1838,Markpainting: Adversarial Machine Learning meets Inpainting,2021,ICML,In Domain Generalization and Multi-task Learning,Xinyang Chen · Sinan Wang · Jianmin Wang · Mingsheng Long,
1839,Representation Subspace Distance for Domain Adaptation Regression,2021,ICML,In Semisupervised and Unsupervised Learning 1,Lei Feng · Senlin Shu · Nan Lu · Bo Han · Miao Xu · Gang Niu · Bo An · Masashi Sugiyama,representation
1840,Pointwise Binary Classification with Pairwise Confidence Comparisons,2021,ICML,In Applications (CV and NLP),zhaoyang zhang · Wenqi Shao · Jinwei Gu · Xiaogang Wang · Ping Luo,
1841,Differentiable Dynamic Quantization with Mixed Precision and Adaptive Resolution,2021,ICML,In Bayesian Methods,Saifuddin Syed · Vittorio Romaniello · Trevor Campbell · Alexandre Bouchard-Côté,adaptive
1842,Parallel tempering on optimized paths,2021,ICML,In Privacy 3,Mihaela Curmei · Sarah Dean · Benjamin Recht,
1843,Quantifying Availability and Discovery in Recommender Systems via Stochastic Reachability,2021,ICML,In Applications (CV and NLP),Ethan Perez · Douwe Kiela · Kyunghyun Cho,
1844,Rissanen Data Analysis: Examining Dataset Characteristics via Description Length,2021,ICML,In Bayesian Methods,Sebastian Ament · Carla Gomes,
1845,Sparse Bayesian Learning via Stepwise Regression,2021,ICML,In Representation Learning 3,Petra Poklukar · Anastasiia Varava · Danica Kragic,bayesian/sparse
1846,GeomCA: Geometric Evaluation of Data Representations,2021,ICML,In Privacy 2,Edith Cohen · Haim Kaplan · Yishay Mansour · Uri Stemmer · Eliad Tsfadia,representation/metric
1847,Differentially-Private Clustering of Easy Instances,2021,ICML,In Privacy 3,Deepesh Data · Suhas Diggavi,
1848,Byzantine-Resilient High-Dimensional SGD with Local Iterations on Heterogeneous Data,2021,ICML,In Probabilistic Methods 3,Alexander Munteanu · Simon Omlor · David Woodruff,
1849,Oblivious Sketching for Logistic Regression,2021,ICML,In Domain Generalization and Multi-task Learning,Aviv Shamsian · Aviv Navon · Ethan Fetaya · Gal Chechik,
1850,Personalized Federated Learning using Hypernetworks,2021,ICML,In Adversarial Learning 2,Jonathan Hayase · Weihao Kong · Raghav Somani · Sewoong Oh,federated learning
1851,Defense against backdoor attacks via robust covariance estimation,2021,ICML,In Semisupervised and Unsupervised Learning 1,Yuzhou Cao · Lei Feng · Yitian Xu · Bo An · Gang Niu · Masashi Sugiyama,
1852,Learning from Similarity-Confidence Data,2021,ICML,In Privacy 3,Xiaofei Xie · Wenbo Guo · Lei Ma · Wei Le · Jian Wang · Lingjun Zhou · Yang Liu · Xinyu Xing,
1853,RNNRepair: Automatic RNN Repair via Model-based Analysis,2021,ICML,In Applications (CV and NLP),Jiayi Wang · Ka Wai Wong · Xiaojun Mao · Kwun Chuen Gary Chan,
1854,Matrix Completion with Model-free Weighting,2021,ICML,In Semisupervised and Unsupervised Learning 1,Qingzhe Gao · Bin Wang · Libin Liu · Baoquan Chen,
1855,Unsupervised Co-part Segmentation through Assembly,2021,ICML,In Probabilistic Methods 3,Aleksei Ustimenko · Liudmila Prokhorenkova,segmentation
1856,SGLB: Stochastic Gradient Langevin Boosting,2021,ICML,In Adversarial Learning 2,Jongmin Yoon · Sung Ju Hwang · Juho Lee,
1857,Adversarial Purification with Score-based Generative Models,2021,ICML,In Domain Generalization and Multi-task Learning,David Acuna · Guojun Zhang · Marc Law · Sanja Fidler,generative model
1858,f-Domain Adversarial Learning: Theory and Algorithms,2021,ICML,In Representation Learning 3,Ofir Nabati · Tom Zahavy · Shie Mannor,
1859,Online Limited Memory Neural-Linear Bandits with Likelihood Matching,2021,ICML,In Privacy 2,Mengjie Pan · Tyler Mccormick · Bailey Fosdick,online learning
1860,Inference for Network Regression Models with Community Structure,2021,ICML,In Bayesian Methods,Viacheslav Natarovskii · Daniel Rudolf · Björn Sprungk,inference
1861,Geometric convergence of elliptical slice sampling,2021,ICML,In Bayesian Methods,Christian Fröhlich · Alexandra Gessner · Philipp Hennig · Bernhard Schölkopf · Georgios Arvanitidis,metric
1862,Bayesian Quadrature on Riemannian Data Manifolds,2021,ICML,In Applications (CV and NLP),Shreyas Malakarjun Patil · Constantine Dovrolis,bayesian
1863,PHEW : Constructing Sparse Networks that Learn Fast and Generalize Well without Training Data,2021,ICML,In Adversarial Learning 2,Nezihe Merve Gürel · Xiangyu Qi · Luka Rimanic · Ce Zhang · Bo Li,sparse
1864,Knowledge Enhanced Machine Learning Pipeline against Diverse Adversarial Attacks,2021,ICML,In Representation Learning 3,Elliot Creager · Joern-Henrik Jacobsen · Richard Zemel,
1865,Environment Inference for Invariant Learning,2021,ICML,In Probabilistic Methods 3,Raghav Singal · George Michailidis · Hoiyi Ng,inference
1866,Flow-based Attribution in Graphical Models: A Recursive Shapley Approach,2021,ICML,In Privacy 2,Nandan Kumar Jha · Zahra Ghodsi · Siddharth Garg · Brandon Reagen,graph/zero_few-shot/flow
1867,DeepReDuce: ReLU Reduction for Fast Private Inference,2021,ICML,In Semisupervised and Unsupervised Learning 1,Shyam Narayanan · Sandeep Silwal · Piotr Indyk · Or Zamir,inference
1868,Randomized Dimensionality Reduction for Facility Location and Single-Linkage Clustering,2021,ICML,In Privacy 3,Wenbo Guo · Xian Wu · Sui Huang · Xinyu Xing,
1869,Adversarial Policy Learning in Two-player Competitive Games,2021,ICML,In Domain Generalization and Multi-task Learning,Adam Fisch · Tal Schuster · Tommi Jaakkola · Regina Barzilay,
1870,Few-Shot Conformal Prediction with Auxiliary Tasks,2021,ICML,In Probabilistic Methods 3,Tomas Geffner · Justin Domke,
1871,On the difficulty of unbiased alpha divergence minimization,2021,ICML,In Applications (CV and NLP),Yu Yan · Jiusheng Chen · Weizhen Qi · Nikhil Bhendawade · Yeyun Gong · Nan Duan · Ruofei Zhang,
1872,EL-Attention: Memory Efficient Lossless Attention for Generation,2021,ICML,In Privacy 2,Christopher Choquette-Choo · Florian Tramer · Nicholas Carlini · Nicolas Papernot,transformer/generative model
1873,Label-Only Membership Inference Attacks,2021,ICML,In Semisupervised and Unsupervised Learning 1,Valentina Zantedeschi · Matt J. Kusner · Vlad Niculae,inference
1874,Learning Binary Decision Trees by Argmin Differentiation,2021,ICML,In Representation Learning 3,Yunlu Chen · Basura Fernando · Hakan Bilen · Thomas Mensink · Efstratios Gavves,
1875,Neural Feature Matching in Implicit 3D Representations,2021,ICML,In Privacy 3,Lequn Wang · Yiwei Bai · Wen Sun · Thorsten Joachims,representation
1876,Fairness of Exposure in Stochastic Bandits,2021,ICML,In Adversarial Learning 2,Han Xu · Xiaorui Liu · Yaxin Li · Anil Jain · Jiliang Tang,
1877,To be Robust or to be Fair: Towards Fairness in Adversarial Training,2021,ICML,In Domain Generalization and Multi-task Learning,Eleni Triantafillou · Hugo Larochelle · Richard Zemel · Vincent Dumoulin,
1878,Learning a Universal Template for Few-shot Dataset Generalization,2021,ICML,In Bayesian Methods,Andrew Campbell · Wenlong Chen · Vincent Stimper · Jose Miguel Hernandez-Lobato · Yichuan Zhang,
1879,A Gradient Based Strategy for Hamiltonian Monte Carlo Hyperparameter Optimization,2021,ICML,In Domain Generalization and Multi-task Learning,Q&A,optimization
1889,Machine Learning for Molecular Science,2021,ICML,Brenda Ng · Alexander Gu · Jason Yosinski · Rosanne Liu · Luis Granados · Suzana Ilic,[]  [],
1890,Open Collaboration in ML Research,2021,ICML,In Poster Session 5,Viacheslav Natarovskii · Daniel Rudolf · Björn Sprungk,
1920,Towards Practical Mean Bounds for Small Samples,2021,ICML,In Poster Session 5,Yuzhe Yang · Kaiwen Zha · YINGCONG CHEN · Hao Wang · Dina Katabi,
2014,A Discriminative Technique for Multiple-Source Adaptation,2021,ICML,In Poster Session 5,Yi Xu · Lei Shang · Jinxing Ye · Qi Qian · Yufeng Li · Baigui Sun · Hao Li · rong jin,
2083,Poster Session 5,2021,ICML,Alan Chan · Dhawal Gupta,[],
2084,Games Among Us,2021,ICML,In Semisupervised and Unsupervised Learning 2,Hongwei Wen · Jingyi Cui · Hanyuan Hang · Jiabin Liu · Yisen Wang · Zhouchen Lin,
2085,Leveraged Weighted Loss for Partial Label Learning,2021,ICML,In Adversarial Learning 3,Mingkang Zhu · Tianlong Chen · Zhangyang Wang,
2086,Sparse and Imperceptible Adversarial Attack via a Homotopy Algorithm,2021,ICML,In Applications (NLP) 2,Kaizhi Qian · Yang Zhang · Shiyu Chang · Jinjun Xiong · Chuang Gan · David Cox · Mark Hasegawa-Johnson,sparse
2087,Global Prosody Style Transfer Without Text Transcriptions,2021,ICML,In Bayesian Learning 2,Arkopal Dutt · Andrey Lokhov · Marc Vuffray · Sidhant Misra,transfer learning
2088,Exponential Reduction in Sample Complexity with Learning of Ising Model Dynamics,2021,ICML,In Applications 3,Xiang Lin · Simeng Han · Shafiq Joty,
2089,Straight to the Gradient: Learning to Use Novel Tokens for Neural Text Generation,2021,ICML,In Multi-task Learning 1,Sang Michael Xie · Tengyu Ma · Percy Liang,generative model
2090,Composed Fine-Tuning: Freezing Pre-Trained Denoising Autoencoders for Improved Generalization,2021,ICML,In Security and Explanability,Maximilian Lam · Gu-Yeon Wei · David Brooks · Vijay Janapa Reddi · Michael Mitzenmacher,
2091,Gradient Disaggregation: Breaking Privacy in Federated Learning by Reconstructing the User Participant Matrix,2021,ICML,In Probabilistic Methods 4,Honghua Zhang · Brendan Juba · Guy Van den Broeck,federated learning
2092,Probabilistic Generating Circuits,2021,ICML,In Representation Learning 4,Xinqi Zhu · Chang Xu · Dacheng Tao,
2093,Commutative Lie Group VAE for Disentanglement Learning,2021,ICML,Dibya Ghosh · Hager Radi · Derek Li · Alex Ayoub · Erfan Miahi · Rishabh Agarwal · Charline Le Lan · Abhishek Naik · John Martin · Shruti Mishra · Adrien Ali Taiga,[],
2094,RL Social,2021,ICML,In Representation Learning 4,Minghao Xu · Hang Wang · Bingbing Ni · Hongyu Guo · Jian Tang,
2095,Self-supervised Graph-level Representation Learning with Local and Global Structure,2021,ICML,In Probabilistic Methods 4,Thanh Lam · Nghia Hoang · Bryan Kian Hsiang Low · Patrick Jaillet,graph/zero_few-shot/representation
2096,Model Fusion for Personalized Learning,2021,ICML,In Semisupervised and Unsupervised Learning 2,Fidel Ernesto Diaz Andino · Maria Kokkou · Mateus de Oliveira Oliveira · Farhad Vadiee,
2097,Unitary Branching Programs: Learnability and Lower Bounds,2021,ICML,In Bayesian Learning 2,Taewon Jeong · Heeyoung Kim,zero_few-shot
2098,Objective Bound Conditional Gaussian Process for Bayesian Optimization,2021,ICML,In Applications (NLP) 2,Yuhang He · Niki Trigoni · Andrew Markham,optimization/bayesian
2099,SoundDet: Polyphonic Moving Sound Event Detection and Localization from Raw Waveform,2021,ICML,In Multi-task Learning 1,Haozhe Feng · Zhaoyang You · Minghao Chen · Tianye Zhang · Minfeng Zhu · Fei Wu · Chao Wu · Wei Chen,
2100,KD3A: Unsupervised Multi-Source Decentralized Domain Adaptation via Knowledge Distillation,2021,ICML,In Security and Explanability,Matt Jordan · Alexandros Dimakis,distillation
2101,Provable Lipschitz Certification for Generative Models,2021,ICML,In Adversarial Learning 3,Ruize Gao · Feng Liu · Jingfeng Zhang · Bo Han · Tongliang Liu · Gang Niu · Masashi Sugiyama,generative model
2102,Maximum Mean Discrepancy Test is Aware of Adversarial Attacks,2021,ICML,In Applications 3,Yukun Yang · Wenrui Zhang · Peng Li,
2103,Backpropagated Neighborhood Aggregation for Accurate Training of Spiking Neural Networks,2021,ICML,In Probabilistic Methods 4,Todd Huster · Jeremy Cohen · Zinan Lin · Kevin Chan · Charles Kamhoua · Nandi O. Leslie · Cho-Yu Chiang · Vyas Sekar,
2104,Pareto GAN: Extending the Representational Power of GANs to Heavy-Tailed Distributions,2021,ICML,In Multi-task Learning 1,Yunzhe Tao · Sahika Genc · Jonathan Chung · TAO SUN · Sunil Mallya,representation
2105,REPAINT: Knowledge Transfer in Deep Reinforcement Learning,2021,ICML,In Semisupervised and Unsupervised Learning 2,Xuefeng Li · Tongliang Liu · Bo Han · Gang Niu · Masashi Sugiyama,reinforcement learning/transfer learning
2106,Provably End-to-end Label-noise Learning without Anchor Points,2021,ICML,In Applications (NLP) 2,Chenfeng Miao · Liang Shuang · Zhengchen Liu · Chen Minchuan · Jun Ma · Shaojun Wang · Jing Xiao,
2107,EfficientTTS: An Efficient and High-Quality Text-to-Speech Architecture,2021,ICML,In Bayesian Learning 2,Luca Ambrogioni · Gianluigi Silvestri · Marcel van Gerven,
2108,Automatic variational inference with cascading flows,2021,ICML,In Security and Explanability,Qian Lou · Lei Jiang,zero_few-shot/inference/flow
2109,HEMET: A Homomorphic-Encryption-Friendly Privacy-Preserving Mobile Neural Network Architecture,2021,ICML,In Representation Learning 4,Atsushi Suzuki · Atsushi Nitanda · Jing Wang · Linchuan Xu · Kenji Yamanishi · Marc Cavazza,
2110,Generalization Error Bound for Hyperbolic Ordinal Embedding,2021,ICML,In Adversarial Learning 3,Xuefeng Du · Jingfeng Zhang · Bo Han · Tongliang Liu · Yu Rong · Gang Niu · Junzhou Huang · Masashi Sugiyama,
2111,Learning Diverse-Structured Networks for Adversarial Robustness,2021,ICML,In Applications 3,Jiaqi Gu · Guosheng Yin,
2112,Crystallization Learning with the Delaunay Triangulation,2021,ICML,In Representation Learning 4,Hugo Yèche · Gideon Dresdner · Francesco Locatello · Matthias Hüser · Gunnar Rätsch,
2113,Neighborhood Contrastive Learning Applied to Online Patient Monitoring,2021,ICML,In Adversarial Learning 3,Carl-Johann Simon-Gabriel · Noman Ahmed Sheikh · Andreas Krause,online learning/contrastive learning
2114,PopSkipJump: Decision-Based Attack for Probabilistic Classifiers,2021,ICML,In Bayesian Learning 2,Yonghan Jung · Jin Tian · Elias Bareinboim,
2115,Estimating Identifiable Causal Effects on Markov Equivalence Class through Double Machine Learning,2021,ICML,In Probabilistic Methods 4,José Lezama · Wei Chen · Qiang Qiu,
2116,Run-Sort-ReRun: Escaping Batch Size Limitations in Sliced Wasserstein Generative Models,2021,ICML,In Semisupervised and Unsupervised Learning 2,Sophie Laturnus · Philipp Berens,generative model
2117,MorphVAE: Generating Neural Morphologies from 3D-Walks using a Variational Autoencoder with Spherical Latent Space,2021,ICML,In Security and Explanability,Joao Marques-Silva · Thomas Gerspacher · Martin Cooper · Alexey Ignatiev · Nina Narodytska,
2118,Explanations for Monotonic Classifiers.,2021,ICML,In Applications (NLP) 2,Jaehyeon Kim · Jungil Kong · Juhee Son,
2119,Conditional Variational Autoencoder with Adversarial Learning for End-to-End Text-to-Speech,2021,ICML,In Multi-task Learning 1,Liam Collins · Hamed Hassani · Aryan Mokhtari · Sanjay Shakkottai,
2120,Exploiting Shared Representations for Personalized Federated Learning,2021,ICML,In Applications 3,Liyang Liu · Shilong Zhang · Zhanghui Kuang · Aojun Zhou · Jing-Hao Xue · Xinjiang Wang · Yimin Chen · Wenming Yang · Qingmin Liao · Wayne Zhang,representation/federated learning
2121,Group Fisher Pruning for Practical Network Compression,2021,ICML,In Applications 3,Mike Lewis · Shruti Bhosale · Tim Dettmers · Naman Goyal · Luke Zettlemoyer,
2122,"BASE Layers: Simplifying Training of Large, Sparse Models",2021,ICML,In Multi-task Learning 1,JaeWoong Shin · Hae Beom Lee · Boqing Gong · Sung Ju Hwang,sparse
2123,Large-Scale Meta-Learning with Continual Trajectory Shifting,2021,ICML,In Semisupervised and Unsupervised Learning 2,Dong Hoon Lee · Sae-Young Chung,meta-learning
2124,Unsupervised Embedding Adaptation via Early-Stage Feature Reconstruction for Few-Shot Classification,2021,ICML,In Probabilistic Methods 4,Vardis Kandiros · Yuval Dagan · Nishanth Dikkala · Surbhi Goel · Constantinos Daskalakis,
2125,Statistical Estimation from Dependent Data,2021,ICML,In Applications (NLP) 2,Jack Weston · Raphael Lenain · Udeepa Meepegama · Emil Fristed,
2126,Learning de-identified representations of prosody from raw audio,2021,ICML,In Representation Learning 4,Oleh Rybkin · Kostas Daniilidis · Sergey Levine,representation
2127,Simple and Effective VAE Training with Calibrated Decoders,2021,ICML,In Bayesian Learning 2,Andres Potapczynski · Luhuan Wu · Dan Biderman · Geoff Pleiss · John Cunningham,
2128,Bias-Free Scalable Gaussian Processes via Randomized Truncations,2021,ICML,In Adversarial Learning 3,Shufei Zhang · Zhuang Qian · Kaizhu Huang · Qiufeng Wang · Rui Zhang · Xinping Yi,
2129,Towards Better Robust Generalization with Shift Consistency Regularization,2021,ICML,In Security and Explanability,Vitaly Feldman · Kunal Talwar,
2130,Lossless Compression of Efficient Private Local Randomizers,2021,ICML,In Bayesian Learning 2,Yu Wang · Alfred Hero,
2131,SG-PALM: a Fast Physically Interpretable Tensor Graphical Model,2021,ICML,In Applications (NLP) 2,Chengyi Wang · Yu Wu · Yao Qian · Kenichi Kumatani · Shujie Liu · Furu Wei · Michael Zeng · Xuedong Huang,graph
2132,UniSpeech: Unified Speech Representation Learning with Labeled and Unlabeled Data,2021,ICML,In Adversarial Learning 3,Yunjuan Wang · Poorya Mianjy · Raman Arora,representation
2133,Robust Learning for Data Poisoning Attacks,2021,ICML,In Semisupervised and Unsupervised Learning 2,Julian Katz-Samuels · Jifan Zhang · Lalit Jain · Kevin Jamieson,
2134,Improved Algorithms for Agnostic Pool-based Active Classification,2021,ICML,In Representation Learning 4,Alessandro Sordoni · Nouha Dziri · Hannes Schulz · Geoff Gordon · Philip Bachman · Remi Tachet des Combes,active learning
2135,Decomposed Mutual Information Estimation for Contrastive Representation Learning,2021,ICML,In Applications 3,Huang Hengguan · Hongfu Liu · Hao Wang · Chang Xiao · Ye Wang,representation/contrastive learning
2136,STRODE: Stochastic Boundary Ordinary Differential Equation,2021,ICML,In Probabilistic Methods 4,Charles Dickens · Connor Pryor · Eriq Augustine · Alexander Miller · Lise Getoor,
2137,Context-Aware Online Collective Inference for Templated Graphical Models,2021,ICML,In Security and Explanability,Chulin Xie · Minghao Chen · Pin-Yu Chen · Bo Li,graph/online learning/inference
2138,CRFL: Certifiably Robust Federated Learning against Backdoor Attacks,2021,ICML,In Multi-task Learning 1,Luisa Zintgraf · Leo Feng · Cong Lu · Maximilian Igl · Kristian Hartikainen · Katja Hofmann · Shimon Whiteson,federated learning
2139,Exploration in Approximate Hyper-State Space for Meta Reinforcement Learning,2021,ICML,In Representation Learning 4,Gautam Singh · Skand Peri · Junghyun Kim · Hyunseok Kim · Sungjin Ahn,reinforcement learning/meta-learning
2140,Structured World Belief for Reinforcement Learning in POMDP,2021,ICML,In Bayesian Learning 2,Erik Bodin · Zhenwen Dai · Neill Campbell · Carl Henrik Ek,reinforcement learning
2141,Black-box density function estimation using recursive partitioning,2021,ICML,In Applications 3,HanQin Cai · Yuchen Lou · Daniel Mckenzie · Wotao Yin,
2142,A Zeroth-Order Block Coordinate Descent Algorithm for Huge-Scale Black-Box Optimization,2021,ICML,In Semisupervised and Unsupervised Learning 2,Alessio Mazzetto · Cyrus Cousins · Dylan Sam · Stephen Bach · Eli Upfal,optimization
2143,Adversarial Multi Class Learning under Weak Supervision with Performance Guarantees,2021,ICML,In Probabilistic Methods 4,Elias Chaibub Neto,zero_few-shot
2144,Causality-aware counterfactual confounding adjustment as an alternative to linear residualization in anticausal prediction tasks based on linear learners,2021,ICML,In Security and Explanability,Santiago Zanella-Beguelin · Shruti Tople · Andrew Paverd · Boris Köpf,
2145,Grey-box Extraction of Natural Language Models,2021,ICML,In Multi-task Learning 1,Kaichao You · Yong Liu · Jianmin Wang · Mingsheng Long,
2146,LogME: Practical Assessment of Pre-trained Models for Transfer Learning,2021,ICML,l,1,transfer learning
2147,Mind the Box:,2021,ICML,In Applications (NLP) 2,Zhanpeng Zeng · Yunyang Xiong · Sathya Ravi · Shailesh Acharya · Glenn Fung · Vikas Singh,
2148,You Only Sample (Almost) Once: Linear Cost Self-Attention Via Bernoulli Sampling,2021,ICML,In Applications (NLP) 2,Q&A,transformer
2158,Private Stochastic Convex Optimization: Optimal Rates in L1 Geometry,2021,ICML,In Security,Abhinav Aggarwal · Shiva Kasiviswanathan · Zekun Xu · Oluwaseyi Feyisetan · Nathanael Teissier,optimization
2159,Label Inference Attacks from Log-loss Scores,2021,ICML,In Algorithms 3,Rui Chen · Sanjeeb Dash · Tian Gao,inference
2160,Integer Programming for Causal Structure Learning in the Presence of Latent Variables,2021,ICML,In Representation Learning 5,Yookoon Park · Sangho Lee · Gunhee Kim · David Blei,
2161,Unsupervised Representation Learning via Neural Activation Coding,2021,ICML,In Probabilistic Methods 5,Lorenz Richter · Leon Sallandt · Nikolas Nüsken,representation
2162,Solving high-dimensional parabolic PDEs using the tensor train format,2021,ICML,In Unsupervised Learning 2,Zhili Feng · Praneeth Kacham · David Woodruff,
2163,Dimensionality Reduction for the Sum-of-Distances Metric,2021,ICML,In Algorithms 4,Cheng Fu · Hanxian Huang · Xinyun Chen · Yuandong Tian · Jishen Zhao,metric
2164,Learn-to-Share: A Hardware-friendly Transfer Learning Framework Exploiting Computation and Parameter Sharing,2021,ICML,In Applications (NLP) 3,Tony Z. Zhao · Eric Wallace · Shi Feng · Dan Klein · Sameer Singh,transfer learning
2165,Calibrate Before Use: Improving Few-shot Performance of Language Models,2021,ICML,In Multi-task Learning 2,Pang Wei Koh · Shiori Sagawa · Henrik Marklund · Sang Michael Xie · Marvin Zhang · Akshay Balsubramani · Weihua Hu · Michihiro Yasunaga · Richard Lanas Phillips · Irena Gao · Tony Lee · Etienne David · Ian Stavness · Wei Guo · Berton Earnshaw · Imran Haque · Sara Beery · Jure Leskovec · Anshul Kundaje · Emma Pierson · Sergey Levine · Chelsea Finn &mid,
2166,WILDS: A Benchmark of in-the-Wild Distribution Shifts,2021,ICML,In Unsupervised Learning 2,Osman Asif Malik · Stephen Becker,
2167,A Sampling-Based Method for Tensor Ring Decomposition,2021,ICML,In Privacy 4,Badih Ghazi · Ravi Kumar · Pasin Manurangsi · Rasmus Pagh · Amer Sinha,
2168,Differentially Private Aggregation in the Shuffle Model: Almost Central Accuracy in Almost a Single Message,2021,ICML,In Multi-task Learning 2,Huaxiu Yao · Long-Kai Huang · Linjun Zhang · Ying WEI · Li Tian · James Zou · Junzhou Huang · Zhenhui (Jessie) Li,
2169,Improving Generalization in Meta-learning via Task Augmentation,2021,ICML,In Algorithms 3,Zhihao Jiang · Pinyan Lu · Zhihao Gavin Tang · Yuhao Zhang,meta-learning/augmentation
2170,Online Selection Problems against Constrained Adversary,2021,ICML,In Representation Learning 5,Dominik Zietlow · Michal Rolinek · Georg Martius,optimization/online learning
2171,Demystifying Inductive Biases for (Beta-)VAE Based Architectures,2021,ICML,In Algorithms 4,Bo Pang · Ying Nian Wu,
2172,Latent Space Energy-Based Model of Symbol-Vector Coupling for Text Generation and Classification,2021,ICML,In Applications (NLP) 3,Moontae Lee · Sungjun Cho · Kun Dong · David Mimno · David Bindel,generative model
2173,On-the-fly Rectification for Robust Large-Vocabulary Topic Inference,2021,ICML,In Security,Wanyu Lin · Hao Lan · Baochun Li,inference
2174,Generative Causal Explanations for Graph Neural Networks,2021,ICML,In Probabilistic Methods 5,Da Yu · Huishuai Zhang · Wei Chen · Jian Yin · Tie-Yan Liu,graph/generative model
2175,Large Scale Private Learning via Low-rank Reparametrization,2021,ICML,In Privacy 4,Fnu Suya · Saeed Mahloujifar · Anshuman Suri · David Evans · Yuan Tian,zero_few-shot/low-rank
2176,Model-Targeted Poisoning Attacks with Provable Convergence,2021,ICML,In Unsupervised Learning 2,Kasper Green Larsen · Rasmus Pagh · Jakub Tětek,
2177,"CountSketches, Feature Hashing and the Median of Three",2021,ICML,In Probabilistic Methods 5,Shangtong Zhang · Hengshuai Yao · Shimon Whiteson,
2179,Towards Understanding and Mitigating Social Biases in Language Models,2021,ICML,In Algorithms 3,Anshoo Tandon · Aldric Han · Vincent Tan,
2180,SGA: A Robust Algorithm for Partial Recovery of Tree-Structured Graphical Models with Noisy Samples,2021,ICML,In Representation Learning 5,Chunting Zhou · Xuezhe Ma · Paul Michel · Graham Neubig,graph
2181,Examining and Combating Spurious Features under Distribution Shift,2021,ICML,In Algorithms 4,Mark Nemecek · Ron Parr,
2182,Policy Caches with Successor Features,2021,ICML,In Multi-task Learning 2,Kwang In Kim,
2183,Improving Predictors via Combination Across Diverse Task Categories,2021,ICML,In Security,Hanwen Liu · Zhenyu Weng · Yuesheng Zhu,
2184,Watermarking Deep Neural Networks with Greedy Residuals,2021,ICML,In Unsupervised Learning 2,Yifei Jiang · Yi Li · Yiming Sun · Jiaxin Wang · David Woodruff,
2185,Single Pass Entrywise-Transformed Low Rank Approximation,2021,ICML,In Algorithms 4,Branislav Kveton · Mikhail Konobeev · Manzil Zaheer · Chih-wei Hsu · Martin Mladenov · Craig Boutilier · Csaba Szepesvari,zero_few-shot
