Title,Year,Source,Authors,Class,topic
Givens Coordinate Descent Methods for Rotation Matrix Learning in Trainable Embedding Indexes,2022,ICLR,"Yunjiang Jiang, Han Zhang, Yiming Qiu, Yun Xiao, Bo Long, Wen-Yun Yang",poster,
cosFormer: Rethinking Softmax In Attention,2022,ICLR,"Zhen Qin, Weixuan Sun, Hui Deng, Dongxu Li, Yunshen Wei, Baohong Lv, Junjie Yan, Lingpeng Kong, Yiran Zhong",poster,transformer
"FALCON: Fast Visual Concept Learning by Integrating Images, Linguistic descriptions, and Conceptual Relations",2022,ICLR,"Lingjie Mei, Jiayuan Mao, Ziqi Wang, Chuang Gan, Joshua B. Tenenbaum",poster,
HyAR: Addressing Discrete-Continuous Action Reinforcement Learning via Hybrid Action Representation,2022,ICLR,"Boyan Li, Hongyao Tang, YAN ZHENG, Jianye HAO, Pengyi Li, Zhen Wang, Zhaopeng Meng, LI Wang",poster,reinforcement learning/representation
Transferable Adversarial Attack based on Integrated Gradients,2022,ICLR,"Yi Huang, Adams Wai-Kin Kong",poster,transfer learning
How to deal with missing data in supervised deep learning?,2022,ICLR,"Niels Bruun Ipsen, Pierre-Alexandre Mattei, Jes Frellsen",poster,
Topological Graph Neural Networks,2022,ICLR,"Max Horn, Edward De Brouwer, Michael Moor, Yves Moreau, Bastian Rieck, Karsten Borgwardt",poster,graph
Learning Value Functions from Undirected State-only Experience,2022,ICLR,"Matthew Chang, Arjun Gupta, Saurabh Gupta",poster,
The Boltzmann Policy Distribution: Accounting for Systematic Suboptimality in Human Models,2022,ICLR,"Cassidy Laidlaw, Anca Dragan",poster,
WeakM3D: Towards Weakly Supervised Monocular 3D Object Detection,2022,ICLR,"Liang Peng, Senbo Yan, Boxi Wu, Zheng Yang, Xiaofei He, Deng Cai",poster,zero_few-shot
Exploring Memorization in Adversarial Training,2022,ICLR,"Yinpeng Dong, Ke Xu, Xiao Yang, Tianyu Pang, Zhijie Deng, Hang Su, Jun Zhu",poster,
Disentanglement Analysis with Partial Information Decomposition,2022,ICLR,"Seiya Tokui, Issei Sato",poster,
Differentiable Gradient Sampling for Learning Implicit 3D Scene Reconstructions from a Single Image,2022,ICLR,"Shizhan Zhu, Sayna Ebrahimi, Angjoo Kanazawa, Trevor Darrell",poster,
Learning Continuous Environment Fields via Implicit Functions,2022,ICLR,"Xueting Li, Shalini De Mello, Xiaolong Wang, Ming-Hsuan Yang, Jan Kautz, Sifei Liu",poster,
Causal Contextual Bandits with Targeted Interventions,2022,ICLR,"Chandrasekar Subramanian, Balaraman Ravindran",poster,
Sound and Complete Neural Network Repair with Minimality and Locality Guarantees,2022,ICLR,"Feisi Fu, Wenchao Li",poster,
Blaschke Product Neural Networks (BPNN): A Physics-Infused Neural Network for Phase Retrieval of Meromorphic Functions,2022,ICLR,"Juncheng Dong, Simiao Ren, Yang Deng, Omar Khatib, Jordan Malof, Mohammadreza Soltani, Willie Padilla, Vahid Tarokh",poster,
Automated Self-Supervised Learning for Graphs,2022,ICLR,"Wei Jin, Xiaorui Liu, Xiangyu Zhao, Yao Ma, Neil Shah, Jiliang Tang",poster,graph/zero_few-shot
Creating Training Sets via Weak Indirect Supervision,2022,ICLR,"Jieyu Zhang, Bohan Wang, Xiangchen Song, Yujing Wang, Yaming Yang, Jing Bai, Alexander Ratner",poster,zero_few-shot
Do Not Escape From the Manifold: Discovering the Local Coordinates on the Latent Space of GANs,2022,ICLR,"Jaewoong Choi, Junho Lee, Changyeon Yoon, Jung Ho Park, Geonho Hwang, Myungjoo Kang",poster,
GradSign: Model Performance Inference with Theoretical Insights,2022,ICLR,"Zhihao Zhang, Zhihao Jia",poster,inference
You are AllSet: A Multiset Function Framework for Hypergraph Neural Networks,2022,ICLR,"Eli Chien, Chao Pan, Jianhao Peng, Olgica Milenkovic",poster,graph
Synchromesh: Reliable Code Generation from Pre-trained Language Models,2022,ICLR,"Gabriel Poesia, Alex Polozov, Vu Le, Ashish Tiwari, Gustavo Soares, Christopher Meek, Sumit Gulwani",poster,generative model
Learning curves for continual learning in neural networks: Self-knowledge transfer and forgetting,2022,ICLR,"Ryo Karakida, Shotaro Akaho",poster,transfer learning
"Energy-Based Learning for Cooperative Games, with Applications to Valuation Problems in Machine Learning",2022,ICLR,"Yatao Bian, Yu Rong, Tingyang Xu, Jiaxiang Wu, Andreas Krause, Junzhou Huang",poster,
Pessimistic Model-based Offline Reinforcement Learning under Partial Coverage,2022,ICLR,"Masatoshi Uehara, Wen Sun",poster,reinforcement learning
Cold Brew: Distilling Graph Node Representations with Incomplete or Missing Neighborhoods,2022,ICLR,"Wenqing Zheng, Edward W Huang, Nikhil Rao, Sumeet Katariya, Zhangyang Wang, Karthik Subbian",poster,graph/representation/distillation
NASI: Label- and Data-agnostic Neural Architecture Search at Initialization,2022,ICLR,"Yao Shu, Shaofeng Cai, Zhongxiang Dai, Beng Chin Ooi, Bryan Kian Hsiang Low",poster,
How to Train Your MAML to Excel in Few-Shot Classification,2022,ICLR,"Han-Jia Ye, Wei-Lun Chao",poster,
Communication-Efficient Actor-Critic Methods for Homogeneous Markov Games,2022,ICLR,"Dingyang Chen, Yile Li, Qi Zhang",poster,
"MobileViT: Light-weight, General-purpose, and Mobile-friendly Vision Transformer",2022,ICLR,"Sachin Mehta, Mohammad Rastegari",poster,transformer
Spatial Graph Attention and Curiosity-driven Policy for Antiviral Drug Discovery,2022,ICLR,"Yulun Wu, Nicholas Choma, Andrew Deru Chen, Mikaela Cashman, Erica Teixeira Prates, Veronica G Melesse Vergara, Manesh B Shah, Austin Clyde, Thomas Brettin, Wibe Albert de Jong, Neeraj Kumar, Martha S Head, Rick L. Stevens, Peter Nugent, Daniel A Jacobson, James B Brown",poster,graph/transformer
Surrogate NAS Benchmarks: Going Beyond the Limited Search Spaces of Tabular NAS Benchmarks,2022,ICLR,"Arber Zela, Julien Niklas Siems, Lucas Zimmer, Jovita Lukasik, Margret Keuper, Frank Hutter",poster,
Certified Robustness for Deep Equilibrium Models via Interval Bound Propagation,2022,ICLR,"Colin Wei, J Zico Kolter",poster,
Crystal Diffusion Variational Autoencoder for Periodic Material Generation,2022,ICLR,"Tian Xie, Xiang Fu, Octavian-Eugen Ganea, Regina Barzilay, Tommi S. Jaakkola",poster,generative model
Task Affinity with Maximum Bipartite Matching in Few-Shot Learning,2022,ICLR,"Cat Phuoc Le, Juncheng Dong, Mohammadreza Soltani, Vahid Tarokh",poster,zero_few-shot
Latent Image Animator: Learning to Animate Images via Latent Space Navigation,2022,ICLR,"Yaohui Wang, Di Yang, Francois Bremond, Antitza Dantcheva",poster,
Know Thyself: Transferable Visual Control Policies Through Robot-Awareness,2022,ICLR,"Edward S. Hu, Kun Huang, Oleh Rybkin, Dinesh Jayaraman",poster,transfer learning
Node Feature Extraction by Self-Supervised Multi-scale Neighborhood Prediction,2022,ICLR,"Eli Chien, Wei-Cheng Chang, Cho-Jui Hsieh, Hsiang-Fu Yu, Jiong Zhang, Olgica Milenkovic, Inderjit S Dhillon",poster,zero_few-shot
Spherical Message Passing for 3D Molecular Graphs,2022,ICLR,"Yi Liu, Limei Wang, Meng Liu, Yuchao Lin, Xuan Zhang, Bora Oztekin, Shuiwang Ji",poster,graph
Fairness Guarantees under Demographic Shift,2022,ICLR,"Stephen Giguere, Blossom Metevier, Bruno Castro da Silva, Yuriy Brun, Philip S. Thomas, Scott Niekum",poster,graph
Fooling Explanations in Text Classifiers,2022,ICLR,"Adam Ivankay, Ivan Girardi, Chiara Marchiori, Pascal Frossard",poster,
On the Learning and Learnability of Quasimetrics,2022,ICLR,"Tongzhou Wang, Phillip Isola",poster,metric
Learning Prototype-oriented Set Representations for Meta-Learning,2022,ICLR,"Dan dan Guo, Long Tian, Minghe Zhang, Mingyuan Zhou, Hongyuan Zha",poster,representation/meta-learning
Embedded-model flows: Combining the inductive biases of model-free deep learning and explicit probabilistic modeling,2022,ICLR,"Gianluigi Silvestri, Emily Fertig, Dave Moore, Luca Ambrogioni",poster,zero_few-shot/flow
A Relational Intervention Approach for Unsupervised Dynamics Generalization in Model-Based Reinforcement Learning,2022,ICLR,"Jiaxian Guo, Mingming Gong, Dacheng Tao",poster,reinforcement learning
Critical Points in Quantum Generative Models,2022,ICLR,Eric Ricardo Anschuetz,poster,generative model
VOS: Learning What You Don't Know by Virtual Outlier Synthesis,2022,ICLR,"Xuefeng Du, Zhaoning Wang, Mu Cai, Yixuan Li",poster,
Trust Region Policy Optimisation in Multi-Agent Reinforcement Learning,2022,ICLR,"Jakub Grudzien Kuba, Ruiqing Chen, Muning Wen, Ying Wen, Fanglei Sun, Jun Wang, Yaodong Yang",poster,reinforcement learning/multi-agent
Unsupervised Disentanglement with Tensor Product Representations on the Torus,2022,ICLR,"Michael Rotman, Amit Dekel, Shir Gur, Yaron Oz, Lior Wolf",poster,representation
Anomaly Detection for Tabular Data with Internal Contrastive Learning,2022,ICLR,"Tom Shenkar, Lior Wolf",poster,contrastive learning
LIGS: Learnable Intrinsic-Reward Generation Selection for Multi-Agent Learning,2022,ICLR,"David Henry Mguni, Taher Jafferjee, Jianhong Wang, Nicolas Perez-Nieves, Oliver Slumbers, Feifei Tong, Yang Li, Jiangcheng Zhu, Yaodong Yang, Jun Wang",poster,reinforcement learning/generative model/multi-agent
"Bayesian Modeling and Uncertainty Quantification for Learning to Optimize: What, Why, and How",2022,ICLR,"Yuning You, Yue Cao, Tianlong Chen, Zhangyang Wang, Yang Shen",poster,bayesian
Deep Ensembling with No Overhead for either Training or Testing: The All-Round Blessings of Dynamic Sparsity,2022,ICLR,"Shiwei Liu, Tianlong Chen, Zahra Atashgahi, Xiaohan Chen, Ghada Sokar, Elena Mocanu, Mykola Pechenizkiy, Zhangyang Wang, Decebal Constantin Mocanu",poster,
HyperDQN: A Randomized Exploration Method for Deep Reinforcement Learning,2022,ICLR,"Ziniu Li, Yingru Li, Yushun Zhang, Tong Zhang, Zhi-Quan Luo",poster,reinforcement learning
Unraveling Model-Agnostic Meta-Learning via The Adaptation Learning Rate,2022,ICLR,"Yingtian Zou, Fusheng Liu, Qianxiao Li",poster,meta-learning
iFlood: A Stable and Effective Regularizer,2022,ICLR,"Yuexiang Xie, Zhen WANG, Yaliang Li, Ce Zhang, Jingren Zhou, Bolin Ding",poster,
FlexConv: Continuous Kernel Convolutions With Differentiable Kernel Sizes,2022,ICLR,"David W. Romero, Robert-Jan Bruintjes, Jakub Mikolaj Tomczak, Erik J Bekkers, Mark Hoogendoorn, Jan van Gemert",poster,
Zero Pixel Directional Boundary by Vector Transform,2022,ICLR,"Edoardo Mello Rella, Ajad Chhatkuli, Yun Liu, Ender Konukoglu, Luc Van Gool",poster,
A Conditional Point Diffusion-Refinement Paradigm for 3D Point Cloud Completion,2022,ICLR,"Zhaoyang Lyu, Zhifeng Kong, Xudong XU, Liang Pan, Dahua Lin",poster,
Auto-Transfer: Learning to Route Transferable Representations,2022,ICLR,"Keerthiram Murugesan, Vijay Sadashivaiah, Ronny Luss, Karthikeyan Shanmugam, Pin-Yu Chen, Amit Dhurandhar",poster,representation/transfer learning
PoNet: Pooling Network for Efficient Token Mixing in Long Sequences,2022,ICLR,"Chao-Hong Tan, Qian Chen, Wen Wang, Qinglin Zhang, Siqi Zheng, Zhen-Hua Ling",poster,
Huber Additive Models for Non-stationary Time Series Analysis,2022,ICLR,"Yingjie Wang, Xianrui Zhong, Fengxiang He, Hong Chen, Dacheng Tao",poster,
Model-augmented Prioritized Experience Replay,2022,ICLR,"Youngmin Oh, Jinwoo Shin, Eunho Yang, Sung Ju Hwang",poster,augmentation
Post-Training Detection of Backdoor Attacks for Two-Class and Multi-Attack Scenarios,2022,ICLR,"Zhen Xiang, David Miller, George Kesidis",poster,
Multi-Task Processes,2022,ICLR,"Donggyun Kim, Seongwoong Cho, Wonkwang Lee, Seunghoon Hong",poster,multi-task
Dynamic Token Normalization improves Vision Transformers,2022,ICLR,"Wenqi Shao, Yixiao Ge, Zhaoyang Zhang, XUYUAN XU, Xiaogang Wang, Ying Shan, Ping Luo",poster,transformer
Symbolic Learning to Optimize: Towards Interpretability and Scalability,2022,ICLR,"Wenqing Zheng, Tianlong Chen, Ting-Kuei Hu, Zhangyang Wang",poster,
Sequential Reptile: Inter-Task Gradient Alignment for Multilingual Learning,2022,ICLR,"Seanie Lee, Hae Beom Lee, Juho Lee, Sung Ju Hwang",poster,
Pseudo Numerical Methods for Diffusion Models on Manifolds,2022,ICLR,"Luping Liu, Yi Ren, Zhijie Lin, Zhou Zhao",poster,diffusion models
Supervision Exists Everywhere: A Data Efficient Contrastive Language-Image Pre-training Paradigm,2022,ICLR,"Yangguang Li, Feng Liang, Lichen Zhao, Yufeng Cui, Wanli Ouyang, Jing Shao, Fengwei Yu, Junjie Yan",poster,contrastive learning
Environment Predictive Coding for Visual Navigation,2022,ICLR,"Santhosh Kumar Ramakrishnan, Tushar Nagarajan, Ziad Al-Halah, Kristen Grauman",poster,
Topological Experience Replay,2022,ICLR,"Zhang-Wei Hong, Tao Chen, Yen-Chen Lin, Joni Pajarinen, Pulkit Agrawal",poster,
Sparsity Winning Twice: Better Robust Generalization from More Efficient Training,2022,ICLR,"Tianlong Chen, Zhenyu Zhang, pengjun wang, Santosh Balachandra, Haoyu Ma, Zehao Wang, Zhangyang Wang",poster,
CrossMatch: Cross-Classifier Consistency Regularization for Open-Set Single Domain Generalization,2022,ICLR,"Ronghang Zhu, Sheng Li",poster,
Robust Unlearnable Examples: Protecting Data Privacy Against Adversarial Learning,2022,ICLR,"Shaopeng Fu, Fengxiang He, Yang Liu, Li Shen, Dacheng Tao",poster,
A NON-PARAMETRIC REGRESSION VIEWPOINT : GENERALIZATION OF OVERPARAMETRIZED DEEP RELU NETWORK UNDER NOISY OBSERVATIONS,2022,ICLR,"Namjoon Suh, Hyunouk Ko, Xiaoming Huo",poster,metric
Active Hierarchical Exploration with Stable Subgoal Representation Learning,2022,ICLR,"Siyuan Li, Jin Zhang, Jianhao Wang, Yang Yu, Chongjie Zhang",poster,representation/active learning
Deep AutoAugment,2022,ICLR,"Yu Zheng, Zhi Zhang, Shen Yan, Mi Zhang",poster,
Temporal Alignment Prediction for Supervised Representation Learning and Few-Shot Sequence Classification,2022,ICLR,"Bing Su, Ji-Rong Wen",poster,representation
Anti-Oversmoothing in Deep Vision Transformers via the Fourier Domain Analysis: From Theory to Practice,2022,ICLR,"Peihao Wang, Wenqing Zheng, Tianlong Chen, Zhangyang Wang",poster,transformer
Self-ensemble Adversarial Training for Improved Robustness,2022,ICLR,"Hongjun Wang, Yisen Wang",poster,
Do deep networks transfer invariances across classes?,2022,ICLR,"Allan Zhou, Fahim Tajwar, Alexander Robey, Tom Knowles, George J. Pappas, Hamed Hassani, Chelsea Finn",poster,transfer learning
Cross-Trajectory Representation Learning for Zero-Shot Generalization in RL,2022,ICLR,"Bogdan Mazoure, Ahmed M Ahmed, R Devon Hjelm, Andrey Kolobov, Patrick MacAlpine",poster,zero_few-shot/representation
On Covariate Shift of Latent Confounders in Imitation and Reinforcement Learning,2022,ICLR,"Guy Tennenholtz, Assaf Hallak, Gal Dalal, Shie Mannor, Gal Chechik, Uri Shalit",poster,reinforcement learning
RvS: What is Essential for Offline RL via Supervised Learning?,2022,ICLR,"Scott Emmons, Benjamin Eysenbach, Ilya Kostrikov, Sergey Levine",poster,
LEARNING GUARANTEES FOR GRAPH CONVOLUTIONAL NETWORKS ON THE STOCHASTIC BLOCK MODEL,2022,ICLR,Wei Lu,poster,graph
Learning Versatile Neural Architectures by Propagating Network Codes,2022,ICLR,"Mingyu Ding, Yuqi Huo, Haoyu Lu, Linjie Yang, Zhe Wang, Zhiwu Lu, Jingdong Wang, Ping Luo",poster,
Task-Induced Representation Learning,2022,ICLR,"Jun Yamada, Karl Pertsch, Anisha Gunjal, Joseph J Lim",poster,representation
Graph-based Nearest Neighbor Search in Hyperbolic Spaces,2022,ICLR,"Liudmila Prokhorenkova, Dmitry Baranchuk, Nikolay Bogachev, Yury Demidovich, Alexander Kolpakov",poster,graph
Generative Models as a Data Source for Multiview Representation Learning,2022,ICLR,"Ali Jahanian, Xavier Puig, Yonglong Tian, Phillip Isola",poster,representation/generative model
GiraffeDet: A Heavy-Neck Paradigm for Object Detection,2022,ICLR,"yiqi jiang, Zhiyu Tan, Junyan Wang, Xiuyu Sun, Ming Lin, Hao Li",poster,
A Unified Wasserstein Distributional Robustness Framework for Adversarial Training,2022,ICLR,"Anh Tuan Bui, Trung Le, Quan Hung Tran, He Zhao, Dinh Phung",poster,
miniF2F: a cross-system benchmark for formal Olympiad-level mathematics,2022,ICLR,"Kunhao Zheng, Jesse Michael Han, Stanislas Polu",poster,
Towards Model Agnostic Federated Learning Using Knowledge Distillation,2022,ICLR,"Andrei Afonin, Sai Praneeth Karimireddy",poster,federated learning/distillation
Acceleration of Federated Learning with Alleviated Forgetting in Local Training,2022,ICLR,"Chencheng Xu, Zhiwei Hong, Minlie Huang, Tao Jiang",poster,federated learning
Discovering Invariant Rationales for Graph Neural Networks,2022,ICLR,"Yingxin Wu, Xiang Wang, An Zhang, Xiangnan He, Tat-Seng Chua",poster,graph
Representing Mixtures of Word Embeddings with Mixtures of Topic Embeddings,2022,ICLR,"dongsheng wang, Dan dan Guo, He Zhao, Huangjie Zheng, Korawat Tanwisuth, Bo Chen, Mingyuan Zhou",poster,
Generative Modeling with Optimal Transport Maps,2022,ICLR,"Litu Rout, Alexander Korotin, Evgeny Burnaev",poster,generative model
Focus on the Common Good: Group Distributional Robustness Follows,2022,ICLR,"Vihari Piratla, Praneeth Netrapalli, Sunita Sarawagi",poster,zero_few-shot
Omni-Scale CNNs: a simple and effective kernel size configuration for time series classification,2022,ICLR,"Wensi Tang, Guodong Long, Lu Liu, Tianyi Zhou, Michael Blumenstein, Jing Jiang",poster,
Ada-NETS: Face Clustering via Adaptive Neighbour Discovery in the Structure Space,2022,ICLR,"Yaohua Wang, Yaobin Zhang, Fangyi Zhang, Senzhang Wang, Ming Lin, YuQi Zhang, Xiuyu Sun",poster,adaptive
Decoupled Adaptation for Cross-Domain Object Detection,2022,ICLR,"Junguang Jiang, Baixu Chen, Jianmin Wang, Mingsheng Long",poster,
Rethinking Network Design and Local Geometry in Point Cloud: A Simple Residual MLP Framework,2022,ICLR,"Xu Ma, Can Qin, Haoxuan You, Haoxi Ran, Yun Fu",poster,
New Insights on Reducing Abrupt Representation Change in Online Continual Learning,2022,ICLR,"Lucas Caccia, Rahaf Aljundi, Nader Asadi, Tinne Tuytelaars, Joelle Pineau, Eugene Belilovsky",poster,representation/online learning
Demystifying Batch Normalization in ReLU Networks: Equivalent Convex Optimization Models and Implicit Regularization,2022,ICLR,"Tolga Ergen, Arda Sahiner, Batu Ozturkler, John M. Pauly, Morteza Mardani, Mert Pilanci",poster,optimization
"Associated Learning: an Alternative to End-to-End Backpropagation that Works on CNN, RNN, and Transformer",2022,ICLR,"Dennis Y.H. Wu, Dinan Lin, Vincent Chen, Hung-Hsuan Chen",poster,transformer
MetaShift: A Dataset of Datasets for Evaluating Contextual Distribution Shifts and Training Conflicts,2022,ICLR,"Weixin Liang, James Zou",poster,meta-learning
FP-DETR: Detection Transformer Advanced by Fully Pre-training,2022,ICLR,"Wen Wang, Yang Cao, Jing Zhang, Dacheng Tao",poster,transformer
Efficient and Differentiable Conformal Prediction with General Function Classes,2022,ICLR,"Yu Bai, Song Mei, Huan Wang, Yingbo Zhou, Caiming Xiong",poster,
Safe Neurosymbolic Learning with Differentiable Symbolic Execution,2022,ICLR,"Chenxi Yang, Swarat Chaudhuri",poster,
SimVLM: Simple Visual Language Model Pretraining with Weak Supervision,2022,ICLR,"Zirui Wang, Jiahui Yu, Adams Wei Yu, Zihang Dai, Yulia Tsvetkov, Yuan Cao",poster,zero_few-shot
"Bundle Networks: Fiber Bundles, Local Trivializations, and a Generative Approach to Exploring Many-to-one Maps",2022,ICLR,"Nico Courts, Henry Kvinge",poster,generative model
Privacy Implications of Shuffling,2022,ICLR,"Casey Meehan, Amrita Roy Chowdhury, Kamalika Chaudhuri, Somesh Jha",poster,
On the role of population heterogeneity in emergent communication,2022,ICLR,"Mathieu Rita, Florian Strub, Jean-Bastien Grill, Olivier Pietquin, Emmanuel Dupoux",poster,
Hindsight is 20/20: Leveraging Past Traversals to Aid 3D Perception,2022,ICLR,"Yurong You, Katie Z Luo, Xiangyu Chen, Junan Chen, Wei-Lun Chao, Wen Sun, Bharath Hariharan, Mark Campbell, Kilian Q Weinberger",poster,
Language-driven Semantic Segmentation,2022,ICLR,"Boyi Li, Kilian Q Weinberger, Serge Belongie, Vladlen Koltun, Rene Ranftl",poster,segmentation
Image BERT Pre-training with Online Tokenizer,2022,ICLR,"Jinghao Zhou, Chen Wei, Huiyu Wang, Wei Shen, Cihang Xie, Alan Yuille, Tao Kong",poster,transformer/online learning
Accelerated Policy Learning with Parallel Differentiable Simulation,2022,ICLR,"Jie Xu, Viktor Makoviychuk, Yashraj Narang, Fabio Ramos, Wojciech Matusik, Animesh Garg, Miles Macklin",poster,
Do We Need Anisotropic Graph Neural Networks?,2022,ICLR,"Shyam A. Tailor, Felix Opolka, Pietro Lio, Nicholas Donald Lane",poster,graph
Is High Variance Unavoidable in RL? A Case Study in Continuous Control,2022,ICLR,"Johan Bjorck, Carla P Gomes, Kilian Q Weinberger",poster,
Simple GNN Regularisation for 3D Molecular Property Prediction and Beyond,2022,ICLR,"Jonathan Godwin, Michael Schaarschmidt, Alexander L Gaunt, Alvaro Sanchez-Gonzalez, Yulia Rubanova, Petar Veličković, James Kirkpatrick, Peter Battaglia",poster,
Should We Be Pre-training? An Argument for End-task Aware Training as an Alternative,2022,ICLR,"Lucio M. Dery, Paul Michel, Ameet Talwalkar, Graham Neubig",poster,
Learning Super-Features for Image Retrieval,2022,ICLR,"Philippe Weinzaepfel, Thomas Lucas, Diane Larlus, Yannis Kalantidis",poster,
Online Facility Location with Predictions,2022,ICLR,"Shaofeng H.-C. Jiang, Erzhi Liu, You Lyu, Zhihao Gavin Tang, Yubo Zhang",poster,online learning
Few-Shot Backdoor Attacks on Visual Object Tracking,2022,ICLR,"Yiming Li, Haoxiang Zhong, Xingjun Ma, Yong Jiang, Shu-Tao Xia",poster,
Backdoor Defense via Decoupling the Training Process,2022,ICLR,"Kunzhe Huang, Yiming Li, Baoyuan Wu, Zhan Qin, Kui Ren",poster,
Learning to Complete Code with Sketches,2022,ICLR,"Daya Guo, Alexey Svyatkovskiy, Jian Yin, Nan Duan, Marc Brockschmidt, Miltiadis Allamanis",poster,
Reverse Engineering of Imperceptible Adversarial Image Perturbations,2022,ICLR,"Yifan Gong, Yuguang Yao, Yize Li, Yimeng Zhang, Xiaoming Liu, Xue Lin, Sijia Liu",poster,
DAB-DETR: Dynamic Anchor Boxes are Better Queries for DETR,2022,ICLR,"Shilong Liu, Feng Li, Hao Zhang, Xiao Yang, Xianbiao Qi, Hang Su, Jun Zhu, Lei Zhang",poster,
On the Certified Robustness for Ensemble Models and Beyond,2022,ICLR,"Zhuolin Yang, Linyi Li, Xiaojun Xu, Bhavya Kailkhura, Tao Xie, Bo Li",poster,
Efficient Neural Causal Discovery without Acyclicity Constraints,2022,ICLR,"Phillip Lippe, Taco Cohen, Efstratios Gavves",poster,optimization
Pseudo-Labeled Auto-Curriculum Learning for Semi-Supervised Keypoint Localization,2022,ICLR,"Can Wang, Sheng Jin, Yingda Guan, Wentao Liu, Chen Qian, Ping Luo, Wanli Ouyang",poster,
"Signing the Supermask: Keep, Hide, Invert",2022,ICLR,"Nils Koster, Oliver Grothe, Achim Rettinger",poster,
Bootstrapping Semantic Segmentation with Regional Contrast,2022,ICLR,"Shikun Liu, Shuaifeng Zhi, Edward Johns, Andrew Davison",poster,segmentation
Generative Principal Component Analysis,2022,ICLR,"Zhaoqiang Liu, Jiulong Liu, Subhroshekhar Ghosh, Jun Han, Jonathan Scarlett",poster,generative model
Pareto Policy Pool for Model-based Offline Reinforcement Learning,2022,ICLR,"Yijun Yang, Jing Jiang, Tianyi Zhou, Jie Ma, Yuhui Shi",poster,reinforcement learning
Filling the G_ap_s: Multivariate Time Series Imputation by Graph Neural Networks,2022,ICLR,"Andrea Cini, Ivan Marisca, Cesare Alippi",poster,graph
An Unconstrained Layer-Peeled Perspective on Neural Collapse,2022,ICLR,"Wenlong Ji, Yiping Lu, Yiliang Zhang, Zhun Deng, Weijie J Su",poster,optimization
Contrastive Clustering to Mine Pseudo Parallel Data for Unsupervised Translation,2022,ICLR,"Xuan-Phi Nguyen, Hongyu Gong, Yun Tang, Changhan Wang, Philipp Koehn, Shafiq Joty",poster,contrastive learning
Multimeasurement Generative Models,2022,ICLR,"Saeed Saremi, Rupesh Kumar Srivastava",poster,generative model
Information Gain Propagation: a New Way to Graph Active Learning with Soft Labels,2022,ICLR,"Wentao Zhang, Yexin Wang, Zhenbang You, Meng Cao, Ping Huang, Jiulong Shan, Zhi Yang, Bin CUI",poster,graph/active learning
Constructing Orthogonal Convolutions in an Explicit Manner,2022,ICLR,"Tan Yu, Jun Li, YUNFENG CAI, Ping Li",poster,
X-model: Improving Data Efficiency in Deep Learning with A Minimax Model,2022,ICLR,"Ximei Wang, Xinyang Chen, Jianmin Wang, Mingsheng Long",poster,
Stein Latent Optimization for Generative Adversarial Networks,2022,ICLR,"Uiwon Hwang, Heeseung Kim, Dahuin Jung, Hyemi Jang, Hyungyu Lee, Sungroh Yoon",poster,optimization/generative model
Sparse DETR: Efficient End-to-End Object Detection with Learnable Sparsity,2022,ICLR,"Byungseok Roh, JaeWoong Shin, Wuhyun Shin, Saehoon Kim",poster,sparse
Online Target Q-learning with Reverse Experience Replay: Efficiently finding the Optimal Policy for Linear MDPs,2022,ICLR,"Naman Agarwal, Syomantak Chaudhuri, Prateek Jain, Dheeraj Mysore Nagaraj, Praneeth Netrapalli",poster,online learning
Differentially Private Fractional Frequency Moments Estimation with Polylogarithmic Space,2022,ICLR,"Lun Wang, Iosif Pinelis, Dawn Song",poster,
How Low Can We Go: Trading Memory for Error in Low-Precision Training,2022,ICLR,"Chengrun Yang, Ziyang Wu, Jerry Chee, Christopher De Sa, Madeleine Udell",poster,zero_few-shot
"In a Nutshell, the Human Asked for This: Latent Goals for Following Temporal Specifications",2022,ICLR,"Borja G. León, Murray Shanahan, Francesco Belardinelli",poster,zero_few-shot
Discrete Representations Strengthen Vision Transformer Robustness,2022,ICLR,"Chengzhi Mao, Lu Jiang, Mostafa Dehghani, Carl Vondrick, Rahul Sukthankar, Irfan Essa",poster,transformer/representation
On the Convergence of the Monte Carlo Exploring Starts Algorithm for Reinforcement Learning,2022,ICLR,"Che Wang, Shuhan Yuan, Kai Shao, Keith W. Ross",poster,reinforcement learning
Concurrent Adversarial Learning for Large-Batch Training,2022,ICLR,"Yong Liu, Xiangning Chen, Minhao Cheng, Cho-Jui Hsieh, Yang You",poster,
Multiset-Equivariant Set Prediction with Approximate Implicit Differentiation,2022,ICLR,"Yan Zhang, David W Zhang, Simon Lacoste-Julien, Gertjan J. Burghouts, Cees G. M. Snoek",poster,
Learned Simulators for Turbulence,2022,ICLR,"Kim Stachenfeld, Drummond Buschman Fielding, Dmitrii Kochkov, Miles Cranmer, Tobias Pfaff, Jonathan Godwin, Can Cui, Shirley Ho, Peter Battaglia, Alvaro Sanchez-Gonzalez",poster,
Modular Lifelong Reinforcement Learning via Neural Composition,2022,ICLR,"Jorge A Mendez, Harm van Seijen, ERIC EATON",poster,reinforcement learning
Optimal ANN-SNN Conversion for High-accuracy and Ultra-low-latency Spiking Neural Networks,2022,ICLR,"Tong Bu, Wei Fang, Jianhao Ding, PENGLIN DAI, Zhaofei Yu, Tiejun Huang",poster,zero_few-shot
